%Meteorological observations taken at Ben Nevis Summit Observatory (1883-1904),,,,,
"%Latitude: 56.80N, Longitude: 5.00W, Elevation 1345m",,,,,
%Missing value: -9999,,,,,
,,,,,
Year,Month,Day,Precipitation (mm),Tmin (degC),Tmax (degC)
1889,1,29,38.15,-6.8,-0.1
1889,1,30,25.68,-4.4,0.2
1889,1,31,82.7,-1.8,3.1
1889,2,1,29.97,-7.3,2.4
1889,2,2,34.21,-9.5,-6
1889,2,3,29.36,-7.9,-4.9
1889,2,4,2.59,-8.4,-5.7
1889,2,5,8.81,-5.6,-1.2
1889,2,6,10.34,-8,-5.3
1889,2,7,8.23,-11.7,-3.3
1889,2,8,19.25,-10.6,-2.7
1889,2,9,3,-13.3,-10.8
1889,2,10,0,-14.2,-10.4
1889,2,11,0.36,-11.5,-9.4
1889,2,12,5.38,-9.8,-4.3
1889,2,13,29.29,-4.9,0.7
1889,2,14,22.76,-7.2,-3.2
1889,2,15,2.11,-9.9,-7.1
1889,2,16,22.91,-8.8,0
1889,2,17,29.72,-3.4,2.4
1889,2,18,72.26,-2,2.4
1889,2,19,12.95,-4.7,-3.4
1889,2,20,20.73,-4.3,-2.4
1889,2,21,0.76,-7,-3.8
1889,2,22,2.64,-4.9,0.8
1889,2,23,0.33,-6.9,-1.1
1889,2,24,0,-7.3,-3.8
1889,2,25,8.56,-5.9,-3.2
1889,2,26,0.81,-8.2,-5.9
1889,2,27,0,-9.9,-7.6
1889,2,28,0,-10.1,-8.3
1889,3,1,0.33,-10.6,-8.6
1889,3,2,0,-11.6,-10.3
1889,3,3,0,-12,-9.8
1889,3,4,0,-12.2,-9.5
1889,3,5,1.12,-10.5,-4.8
1889,3,6,18.59,-5.8,-4
1889,3,7,2.62,-5.9,-3.3
1889,3,8,0.25,-6.8,-4.4
1889,3,9,7.42,-7.2,-5.9
1889,3,10,8.71,-8.1,-4.9
1889,3,11,1.24,-8.6,-1.2
1889,3,12,33.93,-1,1.7
1889,3,13,0.56,-3.8,-0.9
1889,3,14,0.53,-2.8,0.6
1889,3,15,4.37,-2,-0.1
1889,3,16,9.52,-3.4,0.1
1889,3,17,19.3,-2.9,0
1889,3,18,5.05,-4.3,-1.5
1889,3,19,0,-4.5,-3.8
1889,3,20,1.78,-10.5,-4.6
1889,3,21,0,-11.1,-6.7
1889,3,22,13.03,-6.7,-2
1889,3,23,46.15,-2.9,2.2
1889,3,24,60.32,1.8,3.4
1889,3,25,41.53,-5.8,2.2
1889,3,26,6.2,-9.6,-6.5
1889,3,27,0,-10,0.6
1889,3,28,0.53,-3.7,4.8
1889,3,29,3.15,-0.1,2.7
1889,3,30,18.08,-3.3,1.6
1889,3,31,3.25,-3.9,-1.6
1889,4,1,8.89,-7.1,-3.4
1889,4,2,0.81,-8.4,-6.5
1889,4,3,3.05,-9.3,-3.2
1889,4,4,1.47,-5.7,-4.4
1889,4,5,0.28,-7.2,-3.6
1889,4,6,0,-7.6,-4.3
1889,4,7,0.53,-5.5,-4.2
1889,4,8,0.51,-5.9,-3.5
1889,4,9,0,-6.7,-5
1889,4,10,4.83,-6.9,-3.3
1889,4,11,3.17,-5.5,-3.3
1889,4,12,0,-5.3,-2.8
1889,4,13,0.94,-8.3,-4.6
1889,4,14,0,-8.2,-1.7
1889,4,15,0,-5.2,-2.8
1889,4,16,0,-3.3,2.2
1889,4,17,0,2.2,6.5
1889,4,18,0,-1.9,5.1
1889,4,19,7.92,-1.1,0.3
1889,4,20,22.73,-2.3,-0.3
1889,4,21,18.77,-3.7,-1.7
1889,4,22,2.84,-6.3,-3.2
1889,4,23,6.22,-4.3,-1.4
1889,4,24,0.51,-3.9,-2.6
1889,4,25,1.14,-4.3,1
1889,4,26,5.99,-4.4,-0.6
1889,4,27,3.1,-4.6,-1.4
1889,4,28,3.12,-3.3,0.2
1889,4,29,1.78,-4.4,-1.8
1889,4,30,0.13,-2.8,1.2
1889,5,1,15.14,-1.8,1.6
1889,5,2,0.33,-2.1,0.6
1889,5,3,13.21,-1.8,2.1
1889,5,4,4.39,0.6,4.5
1889,5,5,8.18,1.9,6.1
1889,5,6,0,4.6,9.9
1889,5,7,2.92,3.8,7.4
1889,5,8,4.39,0.6,4.6
1889,5,9,0.74,1.3,4.4
1889,5,10,15.85,1.4,5.7
1889,5,11,0.15,1.5,4.4
1889,5,12,1.12,2.8,7.7
1889,5,13,0,3.5,8.3
1889,5,14,0.64,-0.5,2.6
1889,5,15,10.11,-1,0.9
1889,5,16,0,-0.4,4.9
1889,5,17,0.94,2.2,6.6
1889,5,18,0.03,1.8,7.2
1889,5,19,0,4.4,10.2
1889,5,20,0,4.4,8.4
1889,5,21,1.09,7,10.4
1889,5,22,0,4.3,9.9
1889,5,23,2.92,3.8,5.1
1889,5,24,2.9,-1.2,4.6
1889,5,25,0.3,-2.4,1.5
1889,5,26,0,-0.6,7.8
1889,5,27,0,2.8,9.8
1889,5,28,9.96,1.2,2.8
1889,5,29,9.22,0,3.7
1889,5,30,3.15,-0.6,2
1889,5,31,2.67,-0.1,2.7
1889,6,1,5.59,1.3,3.3
1889,6,2,5.92,3.4,9.3
1889,6,3,0.51,2.8,8
1889,6,4,0.03,1.1,5.1
1889,6,5,0,3.2,12.2
1889,6,6,0,3.8,14.6
1889,6,7,0,0.7,6.3
1889,6,8,2.82,0,3.9
1889,6,9,3.45,-1.7,2.8
1889,6,10,0,-2.2,5.8
1889,6,11,0.79,0.9,6.1
1889,6,12,2.03,1,4.4
1889,6,13,7.26,1.2,5.6
1889,6,14,2.31,0,4.3
1889,6,15,4.65,0.3,3.8
1889,6,16,2.69,1.7,8.3
1889,6,17,0,5.6,11.6
1889,6,18,0,7.3,14.3
1889,6,19,0,8.9,15.4
1889,6,20,0,8.2,14.9
1889,6,21,0,7.3,15.6
1889,6,22,0,8.9,14.4
1889,6,23,0,8.8,13.3
1889,6,24,0,8.8,13.6
1889,6,25,0,8,13.8
1889,6,26,0,5,12.6
1889,6,27,0.84,3.3,6.4
1889,6,28,1.04,2.1,6.2
1889,6,29,1.24,1.1,4.6
1889,6,30,8.08,2.1,5.5
1889,7,1,1.52,1.5,7.7
1889,7,2,0,6.7,11.5
1889,7,3,0,7.9,15.7
1889,7,4,0,10,16.6
1889,7,5,0,10,14.7
1889,7,6,5.89,3.1,10.4
1889,7,7,4.65,-0.9,2
1889,7,8,1.98,-1.6,2.7
1889,7,9,0.69,2.2,5.9
1889,7,10,7.8,3.8,5.6
1889,7,11,6.38,2.3,4.4
1889,7,12,0.08,2.7,5.8
1889,7,13,0,1.6,7.2
1889,7,14,8.56,0.1,3.1
1889,7,15,7.82,0.5,3.6
1889,7,16,1.6,0.9,4.8
1889,7,17,4.62,1.1,4.1
1889,7,18,1.63,-0.7,2.2
1889,7,19,16.23,0.7,2.2
1889,7,20,1.37,0.8,4.3
1889,7,21,1.93,-0.4,5.9
1889,7,22,7.8,0.5,3.1
1889,7,23,4.83,1.1,5.1
1889,7,24,5.74,2.9,4.5
1889,7,25,9.7,3.2,4.8
1889,7,26,0.71,2.1,7.1
1889,7,27,0,2.3,8.6
1889,7,28,1.17,2.8,7.2
1889,7,29,1.09,4.4,8.3
1889,7,30,0,5.8,13.5
1889,7,31,0,8.5,12.7
1889,8,1,0.66,6,8.9
1889,8,2,5.82,3.2,6.1
1889,8,3,3.71,3.2,7.2
1889,8,4,2.59,2.8,6.2
1889,8,5,36.73,3.3,4.8
1889,8,6,13.31,3.2,4.9
1889,8,7,0.61,2.8,4.4
1889,8,8,0,1.9,7.6
1889,8,9,9.58,3.3,6.2
1889,8,10,14.05,3.3,5.4
1889,8,11,4.95,1.7,4.3
1889,8,12,4.85,0,5.5
1889,8,13,2.9,1.5,3.3
1889,8,14,4.55,1.7,7.8
1889,8,15,12.98,3.1,6.6
1889,8,16,42.67,2.9,7.1
1889,8,17,33.48,1.7,4.5
1889,8,18,20.09,1.7,3.1
1889,8,19,20.75,2.9,5.5
1889,8,20,49.58,3.3,4.9
1889,8,21,12.83,1.6,3.7
1889,8,22,10.01,-0.4,3.3
1889,8,23,15.44,-0.1,2.6
1889,8,24,6.73,-1.1,1.9
1889,8,25,8.89,-0.4,3.7
1889,8,26,10.03,-0.1,4.8
1889,8,27,26.72,3.3,4.9
1889,8,28,74.5,4.3,7.8
1889,8,29,13.44,2.7,6.5
1889,8,30,0,1.7,4.4
1889,8,31,2.92,2.7,6.3
1889,9,1,0.03,3.4,8.3
1889,9,2,0,3.9,7.8
1889,9,3,0.84,3.9,9.4
1889,9,4,0.56,8.2,9.7
1889,9,5,0,6.2,11.6
1889,9,6,0,6.7,12.4
1889,9,7,0,5.3,10.6
1889,9,8,4.6,3.2,6.1
1889,9,9,10.13,4.1,6.2
1889,9,10,3.89,4.6,9.4
1889,9,11,4.42,6.8,8.7
1889,9,12,0.05,6.5,10.2
1889,9,13,6.65,6.3,8.9
1889,9,14,0.46,2.6,7
1889,9,15,0,2.1,5.7
1889,9,16,0,0.7,4.3
1889,9,17,2.82,2.6,4.9
1889,9,18,39.93,1.1,5.4
1889,9,19,30.81,-2.3,1.7
1889,9,20,7.92,-3.4,-1.6
1889,9,21,9.7,-4.8,-2.7
1889,9,22,2.82,-4.7,-2.1
1889,9,23,0.05,-4.6,-0.9
1889,9,24,6.15,-6.1,-3.1
1889,9,25,0.08,-5.4,-1.8
1889,9,26,23.24,-2.2,6.8
1889,9,27,18.92,0.8,3.9
1889,9,28,9.7,-2.2,0.9
1889,9,29,0.74,-2.3,2.7
1889,9,30,0.38,-2.7,2.3
1889,10,1,0,-2.1,0.1
1889,10,2,0,-2.1,0.2
1889,10,3,0.58,-2.2,0.2
1889,10,4,14.12,-0.4,2.2
1889,10,5,2.11,0.1,1.6
1889,10,6,19.02,0,1.2
1889,10,7,26.09,-1.3,1.3
1889,10,8,25.22,-3.9,-1.4
1889,10,9,1.37,-4.4,-1.7
1889,10,10,3.3,-3.4,0.1
1889,10,11,2.29,-2.2,0.3
1889,10,12,0.41,-2.1,0.6
1889,10,13,0.81,-1.9,-0.6
1889,10,14,0,-1.4,-0.5
1889,10,15,8.64,-1.2,2.1
1889,10,16,0.1,-0.6,1.3
1889,10,17,0,-1,3.5
1889,10,18,0.58,-0.6,0.6
1889,10,19,2.59,-1,1.7
1889,10,20,6.25,-0.1,1.3
1889,10,21,1.7,-0.4,0.7
1889,10,22,0.58,-1.6,-0.1
1889,10,23,1.73,-2.8,-0.5
1889,10,24,0.36,-3.8,-0.9
1889,10,25,0,-4.5,-3.1
1889,10,26,0.81,-4.9,-3.3
1889,10,27,0,-5.6,-2.9
1889,10,28,0,-5.7,-0.3
1889,10,29,8.43,-2.8,2.2
1889,10,30,32,-2.9,3.1
1889,10,31,9.02,-2.8,0.6
1889,11,1,37.87,-4,-0.1
1889,11,2,11.38,-3.5,-1.2
1889,11,3,5.28,-2.9,1.1
1889,11,4,7.52,-5.1,-1.6
1889,11,5,12.37,-3.3,0.5
1889,11,6,12.7,-3.2,6.7
1889,11,7,28.85,-0.6,6.2
1889,11,8,20.6,-1.1,4.3
1889,11,9,22.05,1.7,4.5
1889,11,10,5.41,3.1,6.2
1889,11,11,0,2.3,6.3
1889,11,12,3.86,1.1,2.8
1889,11,13,0.84,-1.6,1.3
1889,11,14,2.03,-3.6,1
1889,11,15,15.19,0.3,2.7
1889,11,16,4.29,-3.2,0.1
1889,11,17,0,-3.7,0.6
1889,11,18,2.01,0.6,3.6
1889,11,19,2.64,0.4,3
1889,11,20,0.23,-2.1,1.9
1889,11,21,1.85,-1.6,2.6
1889,11,22,28.07,-1.4,3.3
1889,11,23,7.24,-3.3,-1.5
1889,11,24,33.25,-2.9,0.6
1889,11,25,15.44,-9.1,-3.8
1889,11,26,6.91,-10.2,-8.4
1889,11,27,0,-10.8,-8.9
1889,11,28,0.2,-8.8,-3.9
1889,11,29,1.75,-3.9,-1.7
1889,11,30,1.73,-3.7,0.1
1889,12,1,11.3,-0.4,0.3
1889,12,2,0.64,-2.7,-0.6
1889,12,3,0,-5.6,-2.2
1889,12,4,0,-6.7,-3.6
1889,12,5,0,-7.3,-4.5
1889,12,6,11.13,-5,-0.4
1889,12,7,10.92,-6.3,-2.7
1889,12,8,29.9,-3.2,2.8
1889,12,9,70.41,-3.9,2.8
1889,12,10,25.98,-7.8,-4.2
1889,12,11,0.58,-8.7,-6.6
1889,12,12,0.76,-7.8,-2.5
1889,12,13,30.68,-3.9,-2.3
1889,12,14,3.05,-3.5,0
1889,12,15,1.14,-2.2,0.9
1889,12,16,9.96,-2.7,1.2
1889,12,17,16.59,-2.7,3
1889,12,18,39.04,-4.8,3.3
1889,12,19,47.14,-5.6,-1.7
1889,12,20,21.18,-6.5,-5.8
1889,12,21,24.46,-7.8,-3.4
1889,12,22,6.6,-7.8,-0.6
1889,12,23,7.8,-1.7,2.4
1889,12,24,34.06,-5.3,2.3
1889,12,25,0.13,-4.3,0.4
1889,12,26,3.23,-0.1,2.3
1889,12,27,0.3,-6.7,0.3
1889,12,28,0,-10.4,-4.2
1889,12,29,0,-4.6,-2.2
1889,12,30,2.79,-3.2,0.2
1889,12,31,48.34,-3.8,1.4
1890,1,1,2.16,-4.4,-1.9
1890,1,2,1.5,-3.8,-1.1
1890,1,3,1.6,-3.3,-1.1
1890,1,4,3.12,-6.1,-2.2
1890,1,5,58.98,-3.7,-0.8
1890,1,6,26.87,-3.2,2.3
1890,1,7,43.46,-2.3,2.9
1890,1,8,18.26,-2.7,-0.3
1890,1,9,34.21,-3.8,-0.2
1890,1,10,40.03,-3.3,-0.1
1890,1,11,20.24,-2.8,2.8
1890,1,12,27.76,-3.9,1.2
1890,1,13,51.94,-5.2,2.2
1890,1,14,98.58,-6.4,2.1
1890,1,15,11.68,-5.4,1.8
1890,1,16,25.25,0,2.6
1890,1,17,16.59,-3.4,1.2
1890,1,18,7.62,-5.8,-1.4
1890,1,19,17.78,-5.6,-2.9
1890,1,20,29.82,-8.2,-5.5
1890,1,21,15.42,-7.6,-5
1890,1,22,8.36,-7.8,-5.5
1890,1,23,3.2,-8.4,-4.4
1890,1,24,11.89,-4.9,-0.1
1890,1,25,65.25,-3.2,2.3
1890,1,26,15.42,-6.3,-2.2
1890,1,27,12.85,-6.5,-4.3
1890,1,28,0.66,-7.7,-4.9
1890,1,29,6.86,-6.6,0
1890,1,30,48.82,-0.3,2.4
1890,1,31,21.11,-2.4,2.4
1890,2,1,31.83,-4.8,0.6
1890,2,2,18.01,-6.7,-0.1
1890,2,3,37.52,-1.3,0.1
1890,2,4,11.23,-6.1,-1.1
1890,2,5,0.23,-5.9,-2.7
1890,2,6,0,-4.5,-2.7
1890,2,7,0,-3.3,-0.2
1890,2,8,0,-4,0.5
1890,2,9,0,-7.9,-1
1890,2,10,0,-7.8,-5.6
1890,2,11,0,-6.9,-2.2
1890,2,12,0,-8.8,-4.5
1890,2,13,0.1,-9.4,-7.1
1890,2,14,0,-8.7,-6.4
1890,2,15,0.23,-7.9,-4.6
1890,2,16,2.18,-6.4,-3.9
1890,2,17,1.04,-5,-3.3
1890,2,18,0,-5.2,-3
1890,2,19,0,-6.4,-5
1890,2,20,2.59,-7,-3.2
1890,2,21,0.03,-4.4,-2.8
1890,2,22,0,-3.9,-0.1
1890,2,23,3.4,-0.9,0.4
1890,2,24,0.23,-1.1,4.9
1890,2,25,0,2.7,7.8
1890,2,26,0.74,-9.5,3.3
1890,2,27,0.64,-10.4,-8.8
1890,2,28,6.12,-10.7,-4.4
1890,3,1,3.3,-10.4,-5.4
1890,3,2,0,-11.6,-7.8
1890,3,3,2.21,-7.2,-3.2
1890,3,4,68.25,-6.7,0.2
1890,3,5,41.12,-7.7,-0.2
1890,3,6,29.08,-4.1,-0.7
1890,3,7,48.23,-7.3,-0.1
1890,3,8,10.11,-11.2,-6.1
1890,3,9,2.77,-12.2,-3.9
1890,3,10,62.1,-2.1,2.4
1890,3,11,132.33,0.1,2.7
1890,3,12,92.79,-0.6,2.4
1890,3,13,53.39,-5.2,1.4
1890,3,14,5.46,-5.4,-3.7
1890,3,15,17.45,-4.4,-1.2
1890,3,16,19.94,-4.2,-0.1
1890,3,17,6.63,-6.3,-4.3
1890,3,18,12.14,-5.7,-3.2
1890,3,19,0,-5.3,-3.1
1890,3,20,5.41,-6.6,-3.4
1890,3,21,1.88,-4.2,-2.2
1890,3,22,5.79,-4.9,-1.7
1890,3,23,2.69,-5.6,-1.4
1890,3,24,0,-5.4,-3.3
1890,3,25,0,-3.9,-1.7
1890,3,26,18.29,-3.3,-1.6
1890,3,27,21.29,-3.6,0.4
1890,3,28,0.81,-3.3,-0.4
1890,3,29,22.71,-3.3,-0.8
1890,3,30,7.39,-6.7,-2.7
1890,3,31,0,-4.3,-1.5
1890,4,1,0,-4.4,0.2
1890,4,2,0,-0.6,2.8
1890,4,3,0,-2.2,1.9
1890,4,4,0,-1.7,0.5
1890,4,5,0.33,-5.6,-0.9
1890,4,6,20.42,-3.6,-1.1
1890,4,7,14.25,-6.5,-3.3
1890,4,8,6.32,-7.7,-4.4
1890,4,9,0.61,-8.2,-4.8
1890,4,10,2.44,-8.3,-3.9
1890,4,11,0,-8,-4.4
1890,4,12,0,-8.4,-5.3
1890,4,13,0,-8.4,-4.6
1890,4,14,0.03,-8.2,-2.7
1890,4,15,0,-6.7,-2.8
1890,4,16,3.07,-5,-0.7
1890,4,17,0,-4.4,-2.2
1890,4,18,0,-4.8,-1.4
1890,4,19,0,-5.9,-2.3
1890,4,20,1.42,-5.9,0.5
1890,4,21,13.11,-1.6,1.1
1890,4,22,64.26,-3.7,0
1890,4,23,48.69,-2.8,-0.7
1890,4,24,13.36,-4.4,-2.2
1890,4,25,4.39,-5,-2.1
1890,4,26,10.92,-4.6,-2.1
1890,4,27,0.23,-4.2,-0.7
1890,4,28,0,-4.8,-0.4
1890,4,29,0,-3.8,0.5
1890,4,30,1.68,-1.4,2.2
1890,5,1,0,0.1,3.8
1890,5,2,3.51,-0.8,2.9
1890,5,3,0.33,-2.2,2.8
1890,5,4,0,1.3,5.9
1890,5,5,3.33,2.3,5.8
1890,5,6,0.84,1.1,2.7
1890,5,7,0,0.4,3.5
1890,5,8,0.81,1.3,4.7
1890,5,9,0,1.2,3.3
1890,5,10,0.79,0,2.9
1890,5,11,1.42,0.6,4.4
1890,5,12,6.22,0.3,1.8
1890,5,13,3.84,-1.8,1.3
1890,5,14,27.51,-2.8,-0.8
1890,5,15,6.35,-3.2,-0.8
1890,5,16,2.31,-2.1,1.5
1890,5,17,12.93,-1.4,1.8
1890,5,18,4.24,-0.9,2.1
1890,5,19,1.04,1.3,6.2
1890,5,20,3,1.8,8.4
1890,5,21,3.51,0.9,3.8
1890,5,22,0.08,3.2,6.8
1890,5,23,0,5.6,10.7
1890,5,24,0,5.2,11.3
1890,5,25,0,-2.2,10.2
1890,5,26,0,-3.3,1.5
1890,5,27,0,-1.4,4.4
1890,5,28,0.51,-1.6,7.5
1890,5,29,63.37,-2.5,2.1
1890,5,30,5.59,-5.5,-3.2
1890,5,31,1.24,-5.4,-1.3
1890,6,1,18.54,-1.8,2.2
1890,6,2,49.35,-2,4.6
1890,6,3,45.82,2.2,4.6
1890,6,4,11.46,1.6,4.4
1890,6,5,13.39,1.1,4.6
1890,6,6,15.75,-2.6,4.4
1890,6,7,2.34,-2.7,0.3
1890,6,8,2.82,-1.7,4.4
1890,6,9,14.43,2.8,4
1890,6,10,0.64,2.6,6.1
1890,6,11,8.53,1.7,3.9
1890,6,12,0.84,1.1,3.3
1890,6,13,0,1.5,4.9
1890,6,14,0,1.7,4.6
1890,6,15,8.56,2.6,7.2
1890,6,16,17.58,1.7,7.2
1890,6,17,23.98,1,1.9
1890,6,18,18.97,0.1,4.6
1890,6,19,13.26,1.8,3.1
1890,6,20,10.34,0.4,3.8
1890,6,21,9.35,0.4,3.6
1890,6,22,4.52,2.4,4.6
1890,6,23,15.72,1.3,7.6
1890,6,24,19.05,1.4,5.9
1890,6,25,27.91,-0.1,6.2
1890,6,26,3.51,-0.1,2.8
1890,6,27,12.22,-0.1,2.2
1890,6,28,0.25,-0.1,4.1
1890,6,29,0,0.1,4.3
1890,6,30,3.2,1.7,2.7
1890,7,1,0,0.3,4.7
1890,7,2,1.37,1.6,5.2
1890,7,3,6.5,0.1,3.4
1890,7,4,0.56,0.7,3.3
1890,7,5,15.27,-0.4,2.4
1890,7,6,2.13,-0.5,1.7
1890,7,7,21.64,-1.6,0.3
1890,7,8,14.5,-1.8,0.6
1890,7,9,0.48,-1.5,1.1
1890,7,10,2.54,-1.7,1.1
1890,7,11,0.61,-1.7,2.3
1890,7,12,2.31,-1.1,3.3
1890,7,13,59.36,3.3,8.4
1890,7,14,30.07,2.2,8.3
1890,7,15,11.38,1.7,3.7
1890,7,16,0.43,1.3,5.8
1890,7,17,0,0.3,6.6
1890,7,18,6.32,1.8,5.6
1890,7,19,0,1.8,8.3
1890,7,20,12.75,1.6,8.4
1890,7,21,10.46,3.2,10.9
1890,7,22,0.15,1.7,2.8
1890,7,23,32.33,1.7,6.3
1890,7,24,8.03,0.6,2.2
1890,7,25,0.36,0.1,4.3
1890,7,26,9.75,2.7,8.2
1890,7,27,19.68,1.9,5
1890,7,28,27.1,1,3.2
1890,7,29,14.45,1.3,6
1890,7,30,17.04,4.2,6.7
1890,7,31,8.18,3.5,6
1890,8,1,1.35,3.4,7.6
1890,8,2,0,3.5,7.1
1890,8,3,10.29,4.4,7.8
1890,8,4,42.42,7.8,10
1890,8,5,34.98,4.9,9.5
1890,8,6,0.94,2.2,4.9
1890,8,7,0,3.5,8.6
1890,8,8,0,5,12
1890,8,9,0,5.7,12.1
1890,8,10,0.74,3.8,8.1
1890,8,11,0.74,3.9,8.5
1890,8,12,27.48,3.3,6.4
1890,8,13,3.63,3.3,7.3
1890,8,14,3.12,2.8,5.5
1890,8,15,46.15,2.2,5.6
1890,8,16,31.45,1.1,4.1
1890,8,17,23.22,2.8,4.4
1890,8,18,10.9,1.8,4.1
1890,8,19,1.42,1.3,4.4
1890,8,20,12.88,2.2,5.4
1890,8,21,40.54,0,5.2
1890,8,22,23.04,0,1.8
1890,8,23,8.84,-0.2,1.8
1890,8,24,6.2,-0.6,2.7
1890,8,25,4.37,0.3,2.9
1890,8,26,7.95,0,2.8
1890,8,27,12.47,-0.1,2.9
1890,8,28,6.83,-2.2,1.7
1890,8,29,0.74,-2.3,1.9
1890,8,30,0.89,-2.4,0.9
1890,8,31,0.51,-2.3,2.8
1890,9,1,24.56,1.1,6.7
1890,9,2,7.11,4.4,7.2
1890,9,3,23.16,7.6,8.8
1890,9,4,4.65,3.3,7.2
1890,9,5,1.47,2.8,9.1
1890,9,6,0.61,2.2,11.1
1890,9,7,0,9.2,14.9
1890,9,8,0,7.9,11
1890,9,9,6.65,1,8.1
1890,9,10,12.42,1.3,4.3
1890,9,11,18.11,2.9,5.6
1890,9,12,3.43,3.9,10
1890,9,13,0,6.7,12.2
1890,9,14,0,6.7,10
1890,9,15,0,5.5,10
1890,9,16,0,5,9.1
1890,9,17,0.66,5.4,7.3
1890,9,18,14.27,3.9,6.4
1890,9,19,1.93,3.6,6.3
1890,9,20,12.17,2.6,5.7
1890,9,21,13.33,2.4,4.1
1890,9,22,4.65,3.9,5.6
1890,9,23,2.79,2.8,6
1890,9,24,42.06,0.1,5.4
1890,9,25,58.19,-0.1,7.6
1890,9,26,119.23,3.3,8.4
1890,9,27,73.94,3.9,8.6
1890,9,28,5.77,1.6,3.9
1890,9,29,47.45,-1.8,4.6
1890,9,30,27.38,-2.5,4.1
1890,10,1,30.99,-3.2,3.9
1890,10,2,36.8,-5,4.4
1890,10,3,185.09,3.6,6.3
1890,10,4,29.62,2.6,6.6
1890,10,5,73.38,1.7,6.6
1890,10,6,5.54,-0.8,2.2
1890,10,7,0.56,-2.2,-0.2
1890,10,8,0,-2.2,1.7
1890,10,9,9.22,0.1,6.8
1890,10,10,62.13,5.3,6.8
1890,10,11,52.1,5.5,7.2
1890,10,12,2.79,2.9,6.8
1890,10,13,0.99,2.3,5
1890,10,14,28.8,0.2,4.7
1890,10,15,64.57,-4.4,0.6
1890,10,16,40.74,-4.4,-1.7
1890,10,17,15.6,-2.8,0.6
1890,10,18,0.13,-3.4,2.1
1890,10,19,1.32,-1.7,2.9
1890,10,20,11.48,2.4,4.7
1890,10,21,3.02,2.6,4.9
1890,10,22,8.97,2.5,4.8
1890,10,23,36.5,2.6,3.9
1890,10,24,53.75,-1.5,4.8
1890,10,25,25.02,-7.2,-0.4
1890,10,26,23.09,-8.3,-5
1890,10,27,10.54,-8.9,-7
1890,10,28,38.48,-7.6,3.4
1890,10,29,54.69,-3.7,4.6
1890,10,30,10.74,-3.7,1.5
1890,10,31,30.78,-1.1,3.8
1890,11,1,16.69,-1.2,3.1
1890,11,2,55.75,-5.9,3.9
1890,11,3,13.94,-7.1,-1.6
1890,11,4,8.71,-3.8,-1.7
1890,11,5,8.28,-3.7,-1.9
1890,11,6,15.39,-3.6,-1.1
1890,11,7,14.43,-4.7,-0.5
1890,11,8,29.34,-3.7,-0.1
1890,11,9,13.54,-5.5,-1.4
1890,11,10,4.42,-5.3,-1.5
1890,11,11,1.52,-5.1,-2.8
1890,11,12,10.46,-3.9,-0.4
1890,11,13,32.23,-2.9,-1.1
1890,11,14,12.57,-2.9,-0.1
1890,11,15,16,-3.3,-0.2
1890,11,16,8.33,-3.5,0
1890,11,17,10.19,-3.2,3
1890,11,18,5.11,-0.4,3.4
1890,11,19,11.02,-0.4,5
1890,11,20,33.25,0.1,4.5
1890,11,21,41.66,-3.8,3.6
1890,11,22,78,-3.8,3.3
1890,11,23,12.57,-6.1,0
1890,11,24,1.98,-6.7,-5.1
1890,11,25,0.76,-6.1,-4.4
1890,11,26,1.14,-9.4,-4.9
1890,11,27,0,-10.4,-6.7
1890,11,28,5.26,-7.7,-4.9
1890,11,29,0,-7.1,-5.4
1890,11,30,19.08,-4.9,3.4
1890,12,1,32.41,2.9,3.9
1890,12,2,13.28,-3.3,3.8
1890,12,3,1.85,-8.3,-4.8
1890,12,4,0.94,-7.7,-4.7
1890,12,5,0.15,-6.9,-5.5
1890,12,6,0,-7.8,-5.1
1890,12,7,0,-6.7,-5.1
1890,12,8,0,-8.9,-5.4
1890,12,9,2.29,-9.1,-4.5
1890,12,10,0,-7.8,-2.7
1890,12,11,0,-2.7,-1.2
1890,12,12,0.48,-2.8,-1.4
1890,12,13,0,-6.7,-2.3
1890,12,14,7.54,-6.1,-1.4
1890,12,15,6.88,-6.1,-2.7
1890,12,16,0,-7.8,-5.9
1890,12,17,0.08,-8.7,-7.6
1890,12,18,0,-12.4,-8.8
1890,12,19,2.87,-12.8,-6.5
1890,12,20,2.16,-6.7,-4.8
1890,12,21,0,-6.6,-5.3
1890,12,22,0.33,-6.3,-1.7
1890,12,23,15.14,-4.8,-0.4
1890,12,24,0.3,-4.5,-0.9
1890,12,25,7.75,-7.1,-3.8
1890,12,26,0,-8.9,-6
1890,12,27,0,-7.5,-6.1
1890,12,28,0.25,-8.3,-6.2
1890,12,29,0.64,-9.3,-7.2
1890,12,30,0,-8.8,-7.6
1890,12,31,0,-9,-7
1891,1,1,0,-6.7,-0.5
1891,1,2,3.35,-4.6,-1
1891,1,3,6.71,-3.9,-2.3
1891,1,4,5.41,-10.1,-3.9
1891,1,5,0.3,-9.8,-8.7
1891,1,6,0.48,-9.7,-7.7
1891,1,7,0.91,-10.2,-6.6
1891,1,8,0,-8.9,-5.8
1891,1,9,0,-5.8,-3.1
1891,1,10,0.2,-5.6,-2.7
1891,1,11,27.64,-2.1,2.2
1891,1,12,16.23,-1.1,3.4
1891,1,13,8.53,-5.5,0.7
1891,1,14,0.25,-9.8,-5.9
