%Meteorological observations taken at Fort William Observatory (1890-1904),,,,,
"%Latitude: 56.81N, Longitude: 5.12W, Elevation 13m",,,,,
,,,,,
,,,,,
Year,Month,Day,Precipitation (mm),Tmin (degC),Tmax (degC)
1890,11,6,18.11,2.4,8.7
1890,11,7,6.12,2.2,8.6
1890,11,8,20.04,4.6,9.7
1890,11,9,7.11,3.1,5.3
1890,11,10,0.56,3.8,7.7
1890,11,11,2.26,5.1,7.6
1890,11,12,10.79,3.3,9.3
1890,11,13,23.01,5.4,8.8
1890,11,14,11.86,6.5,9.6
1890,11,15,4.01,3.4,9.1
1890,11,16,5.69,3.2,8.9
1890,11,17,4.19,1.6,11
1890,11,18,3.48,7.4,11
1890,11,19,5.11,8.3,12.3
1890,11,20,16.43,9.2,11.9
1890,11,21,11.02,5.4,11.7
1890,11,22,30.56,5,12.2
1890,11,23,4.27,3.6,10.2
1890,11,24,0.05,1.8,4.9
1890,11,25,0.61,1.7,6.2
1890,11,26,0.74,-2.9,3.3
1890,11,27,0,-4.8,-1.6
1890,11,28,3.43,-3.2,0.5
1890,11,29,0.74,0.5,4.9
1890,11,30,11.15,3.3,10.7
1890,12,1,11.48,10.7,11.3
1890,12,2,5,6.2,10.7
1890,12,3,0.13,1.6,6.2
1890,12,4,0,1.7,4.2
1890,12,5,0,1.1,5.6
1890,12,6,0,-0.4,2.5
1890,12,7,0,-1.1,4.6
1890,12,8,0,0.4,4.6
1890,12,9,1.04,-1.8,5.6
1890,12,10,0,-1.1,1.7
1890,12,11,0,1.2,7.2
1890,12,12,0.08,2.3,5.7
1890,12,13,0.03,1.8,4.4
1890,12,14,0.51,3.4,7.3
1890,12,15,0.1,4.4,6.1
1890,12,16,0,1,4.7
1890,12,17,0,0.1,3.5
1890,12,18,0,-0.1,2.8
1890,12,19,0,-0.2,3.3
1890,12,20,0.99,-0.5,3.5
1890,12,21,0,-2.7,3.9
1890,12,22,0,2.2,6.8
1890,12,23,3.91,3.4,8.3
1890,12,24,0.13,0.5,5.6
1890,12,25,1.8,2.3,6.1
1890,12,26,0,-0.7,3.4
1890,12,27,0,-0.2,4.1
1890,12,28,0,1.9,4.2
1890,12,29,0,-2.1,3.6
1890,12,30,0,0.7,3.8
1890,12,31,0,0.6,4.8
1891,1,1,0,3.9,6.6
1891,1,2,1.04,2.2,5.6
1891,1,3,2.49,1.9,5.7
1891,1,4,0.46,0.6,4.2
1891,1,5,0.05,-1.2,2.3
1891,1,6,0,-4.1,0.1
1891,1,7,0,-0.6,2.8
1891,1,8,0.1,1.2,4.3
1891,1,9,0,-1.7,2.2
1891,1,10,0,1.5,5.9
1891,1,11,11.38,5,8.4
1891,1,12,3.53,7.7,10
1891,1,13,0,6.1,9.8
1891,1,14,0.25,0.6,6.4
1891,1,15,0.05,1.9,6.8
1891,1,16,0,2.1,5.6
1891,1,17,0,0.5,3.3
1891,1,18,0,1.1,2.6
1891,1,19,16.64,1.3,6.3
1891,1,20,32.38,-0.6,7.8
1891,1,21,6.1,-3.6,2.1
1891,1,22,1.12,-3.3,3.2
1891,1,23,13.18,-2.1,7.7
1891,1,24,11,0.9,5.1
1891,1,25,18.59,3.2,7.4
1891,1,26,30.48,6.1,9.4
1891,1,27,11.71,4.4,7.4
1891,1,28,9.65,6.1,8.4
1891,1,29,7.42,5.1,8.9
1891,1,30,0.25,5.1,7.2
1891,1,31,9.93,4.6,7.9
1891,2,1,2.82,2.2,6.2
1891,2,2,32,5.9,9.8
1891,2,3,38.63,6.3,9.6
1891,2,4,0.2,6.1,8.4
1891,2,5,2.87,6.4,8.7
1891,2,6,2.69,6.2,8.5
1891,2,7,5.36,6.3,7.5
1891,2,8,0.23,2.1,8
1891,2,9,0.18,3.7,5.5
1891,2,10,15.09,5,8
1891,2,11,48.03,2.4,9.8
1891,2,12,0.46,1.1,5.6
1891,2,13,1.02,0.7,5.4
1891,2,14,1.17,5.4,9.4
1891,2,15,0.46,5,9.1
1891,2,16,0.05,6.1,8.2
1891,2,17,0.13,6.4,7.9
1891,2,18,0.03,2.2,7.3
1891,2,19,0.18,-0.1,9.1
1891,2,20,0,-0.3,8.9
1891,2,21,0,0.4,6.4
1891,2,22,8.05,2.1,10.3
1891,2,23,0,8.4,11.6
1891,2,24,0,6.7,12.8
1891,2,25,0,4.9,11
1891,2,26,0,1.4,10.6
1891,2,27,0,-0.7,6.8
1891,2,28,22.94,4.4,9.1
1891,3,1,7.98,7.6,12.2
1891,3,2,5.74,2.9,8.9
1891,3,3,8.81,1.8,5.6
1891,3,4,16.97,3.6,11
1891,3,5,27.2,5.2,7.8
1891,3,6,11.58,0.2,7.1
1891,3,7,1.02,-5.9,1
1891,3,8,0,-6.7,0.5
1891,3,9,0,-7.3,2.3
1891,3,10,0,-7.1,2.2
1891,3,11,0,-4.7,2.8
1891,3,12,0,-7.2,5.3
1891,3,13,0,-5.1,5.7
1891,3,14,0,0.2,6.2
1891,3,15,2.13,3.3,5.4
1891,3,16,0.15,3.4,5.7
1891,3,17,0.48,3.3,6.4
1891,3,18,0,0.9,6.8
1891,3,19,0,0.4,7
1891,3,20,0.18,0.6,7.3
1891,3,21,0,-0.4,9.4
1891,3,22,0,1.1,6.6
1891,3,23,5.49,2.4,6.9
1891,3,24,13.92,1.4,5.5
1891,3,25,14.78,1.1,5.7
1891,3,26,2.62,0.3,5.4
1891,3,27,2.03,0.9,6.3
1891,3,28,4.6,3.2,6.5
1891,3,29,0.05,-0.7,5.5
1891,3,30,0.3,-0.9,5.4
1891,3,31,0,-2.1,8.9
1891,4,1,0,0.3,8.2
1891,4,2,0.15,2.8,5.6
1891,4,3,0,2.5,5
1891,4,4,3.38,4.9,7.4
1891,4,5,0.08,4.3,7.9
1891,4,6,0,2.3,7.7
1891,4,7,0,0.2,7
1891,4,8,0,-1.1,9.1
1891,4,9,0,-1.3,10.9
1891,4,10,0,2.1,11.9
1891,4,11,0,4.9,12.3
1891,4,12,0,2.1,9.1
1891,4,13,0,4.4,9.3
1891,4,14,0,2.1,9
1891,4,15,3.2,2,10.2
1891,4,16,4.85,2.9,9.8
1891,4,17,0.03,-0.7,11.8
1891,4,18,0,1.2,11.4
1891,4,19,0,1.1,11.9
1891,4,20,0,0.4,11.2
1891,4,21,0,1.8,10.8
1891,4,22,0,1.9,11.4
1891,4,23,0,0.4,10.2
1891,4,24,0,3.9,10.2
1891,4,25,0,2.2,11.7
1891,4,26,0,0.6,11.1
1891,4,27,0,2.1,10.5
1891,4,28,3.63,2.1,7.9
1891,4,29,1.78,2,8.4
1891,4,30,3.25,5.1,11.6
1891,5,1,18.75,4.7,9.3
1891,5,2,10.54,3,9.5
1891,5,3,1.9,3.4,10.5
1891,5,4,0.1,2.8,12.2
1891,5,5,0,2.2,14.4
1891,5,6,0.2,7.9,12.8
1891,5,7,0.08,8.7,14.4
1891,5,8,0,7.6,14.4
1891,5,9,0,7.1,18.6
1891,5,10,0,5.7,18.6
1891,5,11,0,5.9,20.9
1891,5,12,0,8.5,18.9
1891,5,13,2.26,9.6,15
1891,5,14,8.66,5.3,10.7
1891,5,15,7.87,3.4,9.5
1891,5,16,0.18,1.5,6.2
1891,5,17,1.24,0.5,7.8
1891,5,18,0.23,4.1,10.7
1891,5,19,0.3,3.7,11.3
1891,5,20,0.05,2.7,12.8
1891,5,21,0,5.4,13.9
1891,5,22,0,3.2,14.4
1891,5,23,0.03,4.5,13.5
1891,5,24,0,4.6,13.8
1891,5,25,0,3.8,12.2
1891,5,26,1.96,4.2,10.6
1891,5,27,5.92,7.3,11
1891,5,28,1.88,5.5,11.2
1891,5,29,2.54,7.4,13.1
1891,5,30,0.08,6.7,17.3
1891,5,31,0,7.2,18.2
1891,6,1,0,11.4,22
1891,6,2,0,12.2,21.8
1891,6,3,0,7.1,14.8
1891,6,4,0,6.1,15
1891,6,5,0,6.9,18.1
1891,6,6,0,6.1,17.9
1891,6,7,0,6.1,13.5
1891,6,8,0,6,18.6
1891,6,9,0,4.4,19.2
1891,6,10,0,7.2,16.1
1891,6,11,0,4.2,19.4
1891,6,12,0,5.4,18.2
1891,6,13,0.51,7.9,13.5
1891,6,14,0,9.9,14
1891,6,15,9.09,9.2,12.3
1891,6,16,0.61,9.3,14.6
1891,6,17,13.23,11.1,13.9
1891,6,18,11.25,11.6,13.9
1891,6,19,0.36,11.4,19.9
1891,6,20,0,9.6,23.6
1891,6,21,0,13.3,24.1
1891,6,22,0,12.8,25.8
1891,6,23,0,12.8,23.8
1891,6,24,0,12.6,24.4
1891,6,25,0,14.4,25.8
1891,6,26,13.46,16.5,23.5
1891,6,27,4.83,12.9,18.8
1891,6,28,2.39,11.7,16.8
1891,6,29,5.54,12.1,15.7
1891,6,30,15.85,12.6,15.6
1891,7,1,5.28,9.8,17.9
1891,7,2,13.97,8,15.9
1891,7,3,8.13,10.7,17.1
1891,7,4,0.3,10.8,15.2
1891,7,5,0.81,9.2,15.5
1891,7,6,11.05,10.7,18.8
1891,7,7,8.1,10.7,17.7
1891,7,8,10.57,10.9,13.4
1891,7,9,0,9.6,18.4
1891,7,10,0,10.4,16.6
1891,7,11,0.05,11.7,14.6
1891,7,12,0.46,11.4,15.1
1891,7,13,2.13,11.3,19.7
1891,7,14,0,8.8,22.5
1891,7,15,0,12.4,19.9
1891,7,16,1.6,12.7,20
1891,7,17,17.48,11.8,17.2
1891,7,18,7.11,11.2,20.3
1891,7,19,0.76,10.2,18.9
1891,7,20,6.6,12.7,16.1
1891,7,21,1.45,12.2,17
1891,7,22,0.28,10.8,16
1891,7,23,0.15,12.2,17.3
1891,7,24,0.13,11.8,15.1
1891,7,25,0.05,12.1,15.7
1891,7,26,0.71,11.7,16.8
1891,7,27,0.3,10.8,14.9
1891,7,28,0.05,9.9,13.9
1891,7,29,0,9.7,16.7
1891,7,30,0,11.1,19.1
1891,7,31,0,11.6,18.2
1891,8,1,1.07,11.9,16.1
1891,8,2,20.83,9.1,15.6
1891,8,3,27.2,7.4,15.1
1891,8,4,15.04,10.9,17.6
1891,8,5,0,12.3,17.1
1891,8,6,0,9.4,15.8
1891,8,7,4.19,11.8,16.6
1891,8,8,6.25,12.9,15.8
1891,8,9,0.66,12.5,17.3
1891,8,10,0.25,11.1,17.2
1891,8,11,3.71,11.4,15.7
1891,8,12,23.11,11.3,16.7
1891,8,13,0.94,10.6,15.4
1891,8,14,11.99,10.5,14.4
1891,8,15,0.97,11.4,15
1891,8,16,0,9.7,17.3
1891,8,17,0.76,10.4,16.1
1891,8,18,0.97,12.7,21.4
1891,8,19,1.19,13.8,19
1891,8,20,17.93,12.2,16.9
1891,8,21,7.37,11.6,14.9
1891,8,22,2.36,11.7,19.2
1891,8,23,0,8.7,16.6
1891,8,24,4.57,10.6,13.6
1891,8,25,23.29,11.1,14
1891,8,26,13.97,11.1,15.4
1891,8,27,0.76,8.8,16.1
1891,8,28,3.91,7.9,13.7
1891,8,29,1.42,5,14.6
1891,8,30,0.89,3.8,13.4
1891,8,31,12.78,9.8,15.6
1891,9,1,25.3,11.8,14.7
1891,9,2,24.56,10.4,13.5
1891,9,3,8.03,9.9,14.1
1891,9,4,1.22,9.5,16
1891,9,5,27.74,10.4,13.8
1891,9,6,15.65,9.1,12.4
1891,9,7,1.5,6.6,15.5
1891,9,8,0.28,5.9,16
1891,9,9,30.23,11.7,15.8
1891,9,10,0.84,13.2,20.2
1891,9,11,0.1,13.3,18.9
1891,9,12,0,12.1,18.4
1891,9,13,3.63,10.1,21.3
1891,9,14,7.37,10,15.6
1891,9,15,2.97,9.2,13.8
1891,9,16,19,12.2,14.5
1891,9,17,5,12.9,14.4
1891,9,18,6.27,11.8,15.6
1891,9,19,3.78,8.3,14.5
1891,9,20,2.06,7.3,14.5
1891,9,21,0.13,8.8,11.2
1891,9,22,0,4.4,11.7
1891,9,23,0,3,14.6
1891,9,24,17.07,11.1,14.3
1891,9,25,19.89,10.5,15.7
1891,9,26,30.1,9.7,15.6
1891,9,27,6.68,9.9,12.1
1891,9,28,37.64,10.8,15.1
1891,9,29,16.43,10.5,12.4
1891,9,30,9.65,9.3,13.3
1891,10,1,20.17,7.8,11.1
1891,10,2,0.86,7.3,13.4
1891,10,3,11.76,9.8,15.2
1891,10,4,22.53,11.8,15.1
1891,10,5,0.23,12.5,14.3
1891,10,6,28.17,7.7,14.3
1891,10,7,1.12,8.7,13.3
1891,10,8,9.4,10.3,13.6
1891,10,9,25.15,8.3,13.3
1891,10,10,0.79,10,13.4
1891,10,11,13.54,9,13.4
1891,10,12,3.86,7.3,11.6
1891,10,13,25.25,5.6,11.3
1891,10,14,22.2,6.4,9.6
1891,10,15,19.15,5.4,9.6
1891,10,16,6.3,4.7,10.5
1891,10,17,0.97,5.9,10.1
1891,10,18,20.37,4.1,10.9
1891,10,19,7.16,5.3,11
1891,10,20,4.34,6.6,10.9
1891,10,21,3.15,7.2,11.9
1891,10,22,3.43,5.6,11.2
1891,10,23,1.07,1.2,9.9
1891,10,24,0.74,1.2,9.9
1891,10,25,0.1,-0.9,7.9
1891,10,26,0,1.2,9.8
1891,10,27,0.03,3.2,9.9
1891,10,28,0,1.2,9.9
1891,10,29,0,-2,6.2
1891,10,30,0,1.8,8.1
1891,10,31,0,-0.3,6.7
1891,11,1,0,4,10.1
1891,11,2,0,3.2,10.6
1891,11,3,0,3.4,7.7
1891,11,4,0,5.2,9.2
1891,11,5,0.25,5.4,7.3
1891,11,6,2.95,6.8,8.6
1891,11,7,0,2.9,8.6
1891,11,8,9.6,6.3,9.3
1891,11,9,31.8,3.3,7.9
1891,11,10,12.17,3,6.5
1891,11,11,14.43,4.6,6.6
1891,11,12,2.34,3.9,7.9
1891,11,13,1.6,4.9,11
1891,11,14,0,5.6,8.2
1891,11,15,0,4.4,7.2
1891,11,16,0,0.6,6.8
1891,11,17,3.02,2.8,7.4
1891,11,18,18.85,1.6,8.5
1891,11,19,10.41,7.4,9.4
1891,11,20,7.65,4.9,8
1891,11,21,0.3,2.4,5.6
1891,11,22,0,0.4,3.6
1891,11,23,9.98,-0.7,3.9
1891,11,24,0.38,-1,2.5
1891,11,25,5.87,1.7,5.1
1891,11,26,0.69,-1.6,3.2
1891,11,27,0,-3.6,1.2
1891,11,28,5.64,0.3,8.9
1891,11,29,11.33,3.5,7.9
1891,11,30,5.13,4.7,7.3
1891,12,1,9.14,5,11.3
1891,12,2,3.45,3.2,8.4
1891,12,3,21.01,7.7,12.8
1891,12,4,16.74,6.7,10.6
1891,12,5,29.21,5.8,9.9
1891,12,6,5.38,3.3,7.2
1891,12,7,0.1,-1.3,4.5
1891,12,8,21.51,-1.6,6.6
1891,12,9,36.04,5.6,9.2
1891,12,10,9.63,1,7.7
1891,12,11,1.27,1.5,3.9
1891,12,12,0.64,1.1,4.6
1891,12,13,13.49,0.7,3.4
1891,12,14,11.56,-0.1,5
1891,12,15,22.96,-1.6,7.9
1891,12,16,6.32,-0.1,8.3
1891,12,17,0,-1.4,5.6
1891,12,18,2.41,6.2,8.6
1891,12,19,2.87,6.3,8.5
1891,12,20,0,4.8,7.3
1891,12,21,0,-1.1,5.8
1891,12,22,0,-1.8,5.6
1891,12,23,0.08,4.4,6.8
1891,12,24,0,0.3,5.4
1891,12,25,0.3,2.9,6.2
1891,12,26,20.95,5.7,10.2
1891,12,27,10.01,3.8,7.7
1891,12,28,20.35,1.8,8.9
1891,12,29,10.16,2.9,8.3
1891,12,30,13.46,2.8,4.9
1891,12,31,7.77,1.7,5.6
1892,1,1,0.64,3.3,5.2
1892,1,2,7.34,2.1,7.4
1892,1,3,0.69,-0.6,2.8
1892,1,4,1.14,-0.9,3.2
1892,1,5,6.32,0.6,7.3
1892,1,6,8.13,-1.4,2.8
1892,1,7,4.75,-4.8,1.3
1892,1,8,14.22,-0.9,1.1
1892,1,9,0.18,-5,0.6
1892,1,10,1.63,-0.6,2.2
1892,1,11,0.76,-4,2.7
1892,1,12,1.5,-6.6,3.4
1892,1,13,3.81,-8.3,3.1
1892,1,14,14.17,0.6,3.4
1892,1,15,0.51,-4.7,2.8
1892,1,16,0,1.2,4.4
1892,1,17,0.13,1.9,4.9
1892,1,18,1.65,3.4,6.1
1892,1,19,0.15,1.6,4.4
1892,1,20,0.05,1.8,3.9
1892,1,21,7.16,2.8,5.7
1892,1,22,9.93,2.8,5
1892,1,23,5.31,3.5,7.4
1892,1,24,6.4,3.2,6.8
1892,1,25,1.32,3.6,6.3
1892,1,26,16.51,5.1,9.3
1892,1,27,35.48,3,8.8
1892,1,28,21.16,3.3,10.4
1892,1,29,37.85,9.1,12.2
1892,1,30,4.19,5,9.3
1892,1,31,3.76,3.4,9
1892,2,1,26.95,2.3,9.1
1892,2,2,9.3,-0.7,6.5
1892,2,3,0,0.6,4.7
1892,2,4,8.84,-1.7,5.7
1892,2,5,9.63,2.1,5.6
1892,2,6,1.24,3.1,6.3
1892,2,7,8.28,4.6,9.6
1892,2,8,2.57,4.2,8.8
1892,2,9,1.4,5.6,8.3
1892,2,10,1.55,6.1,8.2
1892,2,11,0,7.1,9.3
1892,2,12,0.13,3.8,9.4
1892,2,13,0.18,0.9,5.4
1892,2,14,2.24,3,7
1892,2,15,0.13,-0.6,3.3
1892,2,16,1.02,-2.8,0.3
1892,2,17,0.53,-2.5,1.1
1892,2,18,0,-9.3,-0.4
1892,2,19,0,-10.4,-0.6
1892,2,20,0,-6.7,-0.4
1892,2,21,0.36,-0.6,3.9
1892,2,22,0.05,-0.2,6
1892,2,23,0,2.8,8.7
1892,2,24,0,4.8,8.4
1892,2,25,0,1.3,9
1892,2,26,0,1.4,7.9
1892,2,27,0,0,7.7
1892,2,28,0,2.6,6.5
1892,2,29,0,0.6,6.2
1892,3,1,0,-1.1,5.1
1892,3,2,0,-1,3.9
1892,3,3,0,-1.7,2.3
1892,3,4,0,-4.5,2.3
1892,3,5,0,-5.6,3.3
1892,3,6,0,-4.5,3.9
1892,3,7,0.64,0.4,2.3
1892,3,8,2.29,-2.7,3.6
1892,3,9,4.57,-4.9,0.4
1892,3,10,0,-5,3.8
1892,3,11,0,-5.6,4.2
1892,3,12,0,-5.7,2.3
1892,3,13,0,-2.3,3.1
1892,3,14,0,-2.8,3.3
1892,3,15,0,-5.3,3.1
1892,3,16,4.98,-6.6,6.9
1892,3,17,14.63,4.4,10.9
1892,3,18,8.25,9,13.7
1892,3,19,0,7.7,13.9
1892,3,20,0,1.7,11.3
1892,3,21,0.13,1.1,7.7
1892,3,22,0,1.7,8.9
1892,3,23,0,6.1,9.9
1892,3,24,0.2,5,10
1892,3,25,5.16,5.4,7.2
1892,3,26,5.66,-2.7,6.3
1892,3,27,0,-4.3,1.4
1892,3,28,0.2,-3.7,4.4
1892,3,29,0,-6.4,5.7
1892,3,30,0,2.8,8.4
1892,3,31,0,4.1,9.9
1892,4,1,0,2.2,12.9
1892,4,2,0,-0.6,14.1
1892,4,3,0,1.1,18.8
1892,4,4,0,4.1,13.8
1892,4,5,1.09,8.2,10
1892,4,6,0,7.6,13.4
1892,4,7,0.15,6.1,15.3
1892,4,8,0,3.9,17.8
1892,4,9,0,4.5,16.8
1892,4,10,0,2.3,16.8
1892,4,11,0,1,15.8
1892,4,12,0,-0.6,6.2
1892,4,13,0.48,-2,6.1
1892,4,14,0,-5,6.1
1892,4,15,0.43,-4.7,6.7
1892,4,16,0,-3.7,6.3
1892,4,17,0.25,-5,6.7
1892,4,18,0,-2.5,9.4
1892,4,19,3.84,-2.2,9.5
1892,4,20,2.84,5.8,11.1
1892,4,21,9.12,6.8,10
1892,4,22,1.35,7.3,11.3
1892,4,23,3.28,5.8,10.9
1892,4,24,4.98,5.4,10.6
1892,4,25,0.03,3.6,9.8
1892,4,26,0,3.2,10.6
1892,4,27,11.61,0.9,6.8
1892,4,28,0.08,-0.5,7.2
1892,4,29,3.43,-1.2,9.1
1892,4,30,6.86,4.4,11.1
1892,5,1,0.91,5.3,12.8
1892,5,2,0,1.8,12.9
1892,5,3,0,3.3,10
1892,5,4,0,3.3,11.6
1892,5,5,0,2.6,12.9
1892,5,6,0,0.3,11.8
1892,5,7,0.51,4.4,11.9
1892,5,8,0.18,3.8,12.1
1892,5,9,0.53,5.5,15.9
1892,5,10,0,4,19.8
1892,5,11,0,7.1,18.2
1892,5,12,1.32,6.3,16.1
1892,5,13,7.14,9.9,11.8
1892,5,14,14.38,8.4,13.3
1892,5,15,28.8,7.1,11.7
1892,5,16,22.91,6.3,11.9
1892,5,17,0.84,7,14.4
1892,5,18,7.57,5.6,12.8
1892,5,19,5.28,6.6,13.5
1892,5,20,3.35,3.8,10.4
1892,5,21,3.05,4.3,10.1
1892,5,22,2.74,4.1,11.2
1892,5,23,5.16,6.5,15.4
1892,5,24,10.57,8.4,14.9
1892,5,25,7.39,6.4,12.9
1892,5,26,0,7.7,18.5
1892,5,27,2.01,9.7,14.9
1892,5,28,0.71,7.8,17.7
1892,5,29,9.07,10,13.8
1892,5,30,14.4,9.2,16.6
1892,5,31,2.74,11.6,16
1892,6,1,4.44,8.9,15.1
1892,6,2,6.96,6.6,11
1892,6,3,14.4,6.7,11.1
1892,6,4,4.65,8.4,13.8
1892,6,5,0.81,10,15.5
1892,6,6,0,10.5,14.7
1892,6,7,0,11.5,21.1
1892,6,8,0,11.4,22.6
1892,6,9,0,11.7,24.2
1892,6,10,9.4,8.1,14.2
1892,6,11,3.76,6.7,12.8
1892,6,12,2.49,5.4,11.3
1892,6,13,0,5.3,13.2
1892,6,14,0,2.9,13.9
1892,6,15,1.73,9.4,13.6
1892,6,16,0,5.2,12.9
1892,6,17,2.21,5.1,12.7
1892,6,18,1.73,6.8,13.5
1892,6,19,1.73,6.1,14.2
1892,6,20,0,9.4,16.8
1892,6,21,0,5.4,17.8
1892,6,22,0,8.4,17.6
1892,6,23,0.69,7.4,17.9
1892,6,24,0,9.4,19.2
1892,6,25,9.98,8.8,14.1
1892,6,26,19,11.1,14.6
1892,6,27,12.65,10.7,13.8
1892,6,28,0,8.3,16.4
1892,6,29,0,6.3,18.5
1892,6,30,1.7,9.5,14.4
1892,7,1,1.22,9.4,16.1
1892,7,2,19.71,8.7,14.6
1892,7,3,17.58,12.1,14.8
1892,7,4,5.28,10.4,16.2
1892,7,5,20.78,9.9,14.1
1892,7,6,22.2,9.6,14.5
1892,7,7,13.08,9.7,14.6
1892,7,8,15.09,9.2,12.6
1892,7,9,1.35,9,14.6
1892,7,10,0,6.6,19.4
1892,7,11,0,9.5,21.1
1892,7,12,0,9.5,16.8
1892,7,13,0,8.5,15
1892,7,14,0,9.1,17.1
1892,7,15,0,7.6,16.2
1892,7,16,0,7.2,13.9
1892,7,17,0,8.7,17.9
1892,7,18,0.23,8.9,15
1892,7,19,19.61,9.3,13.5
1892,7,20,0,10.1,18.3
1892,7,21,0.25,8.5,13.8
1892,7,22,0.46,11.3,15.2
1892,7,23,0,11.2,21.1
1892,7,24,0,8.2,19.4
1892,7,25,0,9,21.7
1892,7,26,0,12.8,22.7
1892,7,27,0,12.4,20
1892,7,28,0,10.6,20.8
1892,7,29,0,10.3,21.2
1892,7,30,0.1,11.8,15.9
1892,7,31,2.11,13.3,18.9
1892,8,1,0,12.1,17.7
1892,8,2,0.13,11.3,17.9
1892,8,3,0.1,9.3,16.6
1892,8,4,0.94,7.2,16.3
1892,8,5,31.32,10.6,16
1892,8,6,7.06,10.4,15.2
1892,8,7,0,10.7,16.7
1892,8,8,0.25,8.3,13.4
1892,8,9,0.08,8,17.4
1892,8,10,0,5.2,15.3
1892,8,11,7.62,11.6,15.2
1892,8,12,4.57,12.7,18.4
1892,8,13,15.42,12.4,16.9
1892,8,14,38.76,12.6,15.7
1892,8,15,11.13,11.7,14.7
1892,8,16,0.91,11.5,16.4
1892,8,17,0,15.4,17.8
1892,8,18,2.72,8.9,14.1
1892,8,19,0,8.7,17.2
1892,8,20,13.44,6,18.7
1892,8,21,11.96,14.7,19
1892,8,22,2.62,14.3,17.9
1892,8,23,0.18,13.2,20.2
1892,8,24,14,12.2,15.9
1892,8,25,1.78,10.8,14.7
