year,month,day,time,Latitude(S),Longitude(W),wind direction,wind force,"water temp
Surface (F)","water temp 
Injection (F)","Sea state 
Direction","Sea state 
Force","Sea swell 
Direction","Sea swell 
Force",Barometer,Air Temperature,REMARKS,Folder ref,ship_name,UUID
1935,4,1,12,-60.08,-48.52,SSE,6,31,nan,SSE,5,SSE,5,28.82,28,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,347f65ca46eb51fa8b716ec25d4206d8
1935,4,2,12,-57.08,-44.3,SSE,6,34,nan,SSE,5,SSE,5,29.16,30,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,181ccc306ba957fd9db269bc5e42472e
1935,4,3,12,-54.28,-39.7,SSE,5,36,nan,SSE,4,SSE,4,29.28,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,b7bf98f9c9ac5b5cb0dd3133bdc568fc
1935,4,4,12,-54.15,-36.68,SSE,4,36,nan,SSE,3,SSE,3,29.1,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,a002c2273afb56bfa5174455d6e60e18
1935,4,7,12,-49.43,-34.93,SW,3,39,nan,SW,3,SW,3,29.48,38,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,cc744e4be8c25661a81754b3f120ba3a
1935,4,8,12,-45.23,-33.08,SSE,5,44,nan,SSE,4,SSE,4,29.06,40,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,73a55675b7fb5e87abbabd37a1d945e2
1935,4,9,12,-41.98,-33.03,SSE,6,49,nan,SSE,6,SSE,6,28.8,44,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,7c20bfc4b919553a9cc901d1c4a9cc20
1935,4,10,12,-37.72,-31.73,WSW,4,53,nan,WSW,4,SSE,5,29.74,56,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,025743ba76025309bcaa630d2e1f864b
1935,4,11,12,-33.53,-30.77,WSW,3,63,nan,WSW,3,WSW,3,30.03,62,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,b966486e0226544480c838226000b782
1935,4,12,12,-29.3,-29.87,nan,2,66,nan,nan,0,S,1,30.14,68,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,c2a0278656bd5fe5b7e492de5bd0b699
1935,4,13,12,-25.03,-29.05,ESE,4,73,nan,ESE,3,ESE,3,30.09,75,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,25e203e0a871548b86f550cc8bf6ba06
1935,4,14,12,-20.93,-28.47,ESE,4,77,nan,ESE,3,ESE,3,30.02,80,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,390c738399ac5db9a556f39817253866
1935,4,15,12,-16.73,-27.68,E,4,79,nan,E,3,ESE,3,29.97,81,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,e389c4ba2e205ea5a888afcbdb9cd8e4
1935,4,16,12,-12.48,-27.12,E,3,79,nan,E,2,ESE,2,29.84,83,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,7a16b5cd41ee51728aa74214ebb7cd49
1935,4,17,12,-8.18,-26.77,E,2,81,nan,E,2,E,2,29.83,83,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,11579867080e52a9af4713d2df593736
1935,4,18,12,-3.68,-25.88,ESE,2,81,nan,ESE,2,SE,2,29.84,86,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,23e97789af045cfb852df91981f0e9cd
1935,4,19,12,0.75,-25.85,NE,1,81,nan,nan,0,SE,2,29.85,84,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,e429b76c7feb5ae4957aa334ff85c64b
1935,4,20,12,5.32,-25.63,NE,3,80,nan,NE,2,NE,2,29.84,84,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,dde38b8aa9215f728b12b21d70b72ad8
1935,4,21,12,9.77,-25.03,NE,3,76,nan,NE,2,NE,2,29.79,77,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,4352afe6c59a59c5871054a9e4826137
1935,4,22,12,14.3,-25.13,NE,3,72,nan,NE,2,NE,2,29.83,74,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,d7e46ab690f657d9b3578e93f42f8d1b
1954,12,11,400,-54.77,-31.02,WNW,2,35,nan,nan,nan,nan,nan,29.55,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,a0f90854269d5a1b956cb892c5b1e17e
1954,12,11,800,-54.96333333333334,-29.65,W,2,32,nan,nan,nan,nan,nan,29.51,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,219b108833b7506bb2e305c1bd74c1bc
1954,12,11,1200,-55.156666666666666,-28.28,NE,2,32,nan,nan,nan,nan,nan,29.48,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,985b61e9e99451b6a261e5959f5c2e40
1954,12,11,1600,-55.35,-26.91,NE,2,32,nan,nan,nan,nan,nan,29.44,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,538bba0019c1547386f294f000ac0767
1954,12,11,2000,-55.54333333333334,-25.54,E,3,31,nan,nan,nan,nan,nan,29.4,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,03c4e53502685c67aee0035de31dd117
1954,12,11,2400,-55.736666666666665,-24.17,SE,2,31,nan,nan,nan,nan,nan,29.37,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,617c672e0c2e510a866ba11bf444c55c
1954,12,12,400,-55.93,-22.8,SE,3,30,nan,nan,2,nan,nan,29.35,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,9cd4dddcff4b5db6a8e73560b79346aa
1954,12,12,800,-56.02166666666667,-21.461666666666666,SSW,3,32,nan,nan,2,nan,nan,29.36,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,ca79b61fb514572098ec955b1c9556ce
1954,12,12,1200,-56.11333333333333,-20.123333333333335,S,3,31,nan,nan,2,nan,nan,29.36,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,4c890fb419085f1bb45fd958ff7f13e4
1954,12,12,1600,-56.205,-18.785,SSE,3,31,nan,nan,2,nan,nan,29.4,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,8f639c9c929d5dd2a3aa96f734c26c8b
1954,12,12,2000,-56.29666666666667,-17.446666666666665,SSW,3,30,nan,nan,2,nan,nan,29.44,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,a0063bae067f520db1abb0d9fbe8aff6
1954,12,12,2400,-56.38833333333333,-16.108333333333334,SSE,3,29,nan,nan,2,nan,nan,29.43,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,38c1e559108558f28980de00efb3d58f
1954,12,13,400,-56.48,-14.77,SSW,3,31,nan,nan,2,nan,nan,29.45,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,9838cf93f67e59159c0e00684858fbac
1954,12,13,800,-56.605,-14.033333333333333,SSW,3,31,nan,nan,2,nan,nan,29.47,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,033a18d517595ec68ebb09bbe1afb437
1954,12,13,1200,-56.73,-13.296666666666667,S,3,31,nan,nan,2,nan,nan,29.49,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,caf91ca30f17556f8adc1173568618d2
1954,12,13,1600,-56.855,-12.559999999999999,S,3,31,nan,nan,2,nan,nan,29.55,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,c17ce7b9c17e5874a2031819f0113cb5
1954,12,13,2000,-56.98,-11.823333333333332,S,3,30,nan,nan,2,nan,nan,29.62,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,60866f14b0945510be64759f4273a946
1954,12,13,2400,-57.105,-11.086666666666666,SSE,4,30,nan,nan,2,nan,nan,29.66,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,a18e1c0a8e4758c9863eca3af57973f1
1954,12,14,400,-57.23,-10.35,SSW,3,29,nan,nan,2,nan,nan,29.65,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,062ae1fd6cf5505289de59ea34f7a68e
1954,12,14,800,-57.28333333333333,-10.27,SSW,3,30,nan,nan,2,nan,nan,29.68,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,97d21b5fa98c5cdcb84ede822df22e9b
1954,12,14,1200,-57.336666666666666,-10.19,SSW,2,36,nan,nan,1,nan,nan,29.71,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,994852e812b8543caa3e56ad974ceb45
1954,12,14,1600,-57.39,-10.11,CALM,0,35,nan,nan,1,nan,nan,29.71,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,a1ca0fb18dc75746bb2729be80c09511
1954,12,14,2000,-57.44333333333333,-10.03,NNE,3,33,nan,nan,1,nan,nan,29.65,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,5dbf564a34145b41a6b0a91fc51ae04c
1954,12,14,2400,-57.49666666666666,-9.95,NNE,5,32,nan,nan,2,nan,nan,29.5,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,f5d09a11b45e53d8b6322ac46f12b94c
1954,12,15,400,-57.55,-9.87,NNE,7,33,nan,nan,4,nan,nan,29.35,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,4867452cfa1a5dd8a399e4df3f6eedc6
1954,12,15,800,-57.73833333333333,-9.708333333333332,NNE,7,33,nan,nan,4,nan,nan,29.18,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,ca39febd27e4542fbd19f6762b2d09dc
1954,12,15,1200,-57.92666666666666,-9.546666666666667,NNE,8,30,nan,nan,6,nan,nan,29.01,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,ba9bd61994e752538babeafea043883b
1954,12,15,1600,-58.114999999999995,-9.385,NNE,8,32,nan,nan,7,nan,nan,28.92,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,fc7024cf08145310ab9c98298cd47f08
1954,12,15,2000,-58.303333333333335,-9.223333333333333,N,5,32,nan,nan,5,nan,nan,28.94,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,2fdb98a277db5d17b70df79061f7486e
1954,12,15,2400,-58.49166666666667,-9.061666666666667,N,3,32,nan,nan,3,nan,nan,28.94,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,5aaeed5910b65af0bdd9ee4c90835e2b
1954,12,16,400,-58.68,-8.9,N,4,32,nan,nan,3,nan,nan,28.9,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,35cc5452c92d538aa55fc1cece12c3e8
1954,12,16,800,-58.446666666666665,-8.008333333333333,N,4,32,nan,nan,3,nan,nan,28.87,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,f319921af06f5d7199cb4a5237b11a5b
1954,12,16,1200,-58.21333333333333,-7.116666666666667,N,4,36,nan,nan,3,nan,nan,28.86,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,afac7b7bb4c65fdab729bc48ceb4f096
1954,12,16,1600,-57.980000000000004,-6.225,NNW,5,35,nan,nan,4,nan,nan,28.86,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,c9b6752270c65330a00be971ef496fde
1954,12,16,2000,-57.74666666666667,-5.333333333333334,NNW,5,34,nan,nan,4,nan,nan,28.87,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,b5faf12c0283508ea6c5156b0d33c778
1954,12,16,2400,-57.513333333333335,-4.441666666666666,N,5,32,nan,nan,4,nan,nan,28.9,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,e19fd70c7c925c9fbe3b781b16ca9446
1954,12,17,400,-57.28,-3.55,NNE,5,32,nan,nan,4,nan,nan,28.87,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,ef3032e9863250fa9e694fc792c53f34
1954,12,17,800,-56.85,-2.9749999999999996,NNE,5,33,nan,nan,4,nan,nan,28.84,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,afb3fd47d14e58aea0aff7b19fb92668
1954,12,17,1200,-56.42,-2.4,NNE,5,32,nan,nan,4,nan,nan,28.84,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,e9a44f48a3235cbcbba95f0bb01845f8
1954,12,17,1600,-55.99,-1.825,NNE,5,32,nan,nan,4,nan,nan,28.84,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,08cb3c8485c053f89ec522ecb0f4eb47
1954,12,17,2000,-55.56,-1.25,NW,5,32,nan,nan,4,nan,nan,28.87,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,0e657a82990c5ef88203a2e3ff39007b
1954,12,17,2400,-55.13,-0.6749999999999998,N,3,32,nan,nan,3,nan,nan,28.85,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,c9f5790712045988af51ffdf24969792
1954,12,18,400,-54.7,-0.1,CALM,0,32,nan,nan,3,nan,nan,28.83,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,67621e1c72c55b74bd0ba8027566dcf2
1954,12,18,800,-54.81166666666667,0.6549999999999999,SW,3,32,nan,nan,2,nan,nan,28.83,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,49f0cbea87a359c8896813956d47784a
1954,12,18,1200,-54.92333333333333,1.4099999999999997,SW,3,38,nan,nan,2,nan,nan,28.84,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,92b812894b83515c9d5b163e1e8c26ed
1954,12,18,1600,-55.035,2.1649999999999996,CALM,0,36,nan,nan,2,nan,nan,28.83,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,c9ccb3af4ff854c488d18f1cfeeb6c0a
1954,12,18,2000,-55.14666666666667,2.9199999999999995,CALM,0,32,nan,nan,2,nan,nan,28.84,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,7aa7bc758b3353c09dfc9a2d401f4acb
1954,12,18,2400,-55.25833333333333,3.6749999999999994,CALM,0,32,nan,nan,2,nan,nan,28.84,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,1bd6892b82895a50a80d40c6e52092e3
1954,12,19,400,-55.37,4.43,NW,3,36,nan,nan,2,nan,nan,28.83,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,2537688ef6285104a49b68df9afe8b1e
1954,12,19,800,-55.861666666666665,4.641666666666667,NW,3,37,nan,nan,2,nan,nan,28.81,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,343bc66fb24a5d5b8d5d9f4eb6304aa3
1954,12,19,1200,-56.35333333333333,4.8533333333333335,NW,3,37,nan,nan,2,nan,nan,28.8,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,5198edbfc2cf59869262cf0bc22efe70
1954,12,19,1600,-56.845,5.0649999999999995,NW,3,37,nan,nan,2,nan,nan,28.77,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,8602c22ad51e5696a5aa2478f206a1dd
1954,12,19,2000,-57.336666666666666,5.276666666666666,NNW,3,33,nan,nan,2,nan,nan,28.75,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,55ff39c0125b5fae89bb8ecca8da90d1
1954,12,19,2400,-57.82833333333333,5.488333333333333,NNW,2,32,nan,nan,2,nan,nan,28.77,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,6290c6660c925f06b72b7a285a6015d4
1954,12,20,400,-58.32,5.7,ESE,4,31,nan,nan,2,nan,nan,28.77,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,db330d2954ec57a3840d97bdaadfc913
1954,12,20,800,-58.27166666666667,6.005,SE,3,31,nan,nan,2,nan,nan,28.81,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,9f36c3d228945536b6d22a763e30a87e
1954,12,20,1200,-58.223333333333336,6.3100000000000005,SSE,3,34,nan,nan,2,nan,nan,28.84,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,d878462c94c55ec09cbe9b04d9bd1e12
1954,12,20,1600,-58.175,6.615,S,3,32,nan,nan,2,nan,nan,28.88,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,0373bcbe62b953fe806821c470f3a421
1954,12,20,2000,-58.126666666666665,6.92,S,3,33,nan,nan,2,nan,nan,28.92,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,ca35e81a9d86507590ca9a8745fdee56
1954,12,20,2400,-58.07833333333333,7.225,CALM,0,32,nan,nan,0,nan,nan,28.92,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,bfd5da4169905e36a8d701d861d3a9e6
1954,12,21,400,-58.03,7.53,SSW,2,34,nan,nan,1,nan,nan,28.91,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,0546c33ae4ed5524a730811984c98182
1954,12,21,800,-58.22833333333333,8.68,CALM,0,34,nan,nan,1,nan,nan,28.93,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,2984ec8d823554199c02fbc6a381e5ce
1954,12,21,1200,-58.42666666666667,9.83,CALM,0,35,nan,nan,1,nan,nan,28.94,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,5511c62db05b594282ca937126b1e3e5
1954,12,21,1600,-58.625,10.98,SSW,3,32,nan,nan,1,nan,nan,28.87,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,2e5f109d858c5dddaddaa3d3893fc4b8
1954,12,21,2000,-58.82333333333333,12.129999999999999,SSW,2,32,nan,nan,1,nan,nan,28.99,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,2721e11c1c48507d95173e938441d486
1954,12,21,2400,-59.02166666666667,13.280000000000001,CALM,0,30,nan,nan,0,nan,nan,29.02,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,7e7bbb3950cf5e72a6b055a1dade3b02
1954,12,22,400,-59.22,14.43,SSW,4,31,nan,nan,2,nan,nan,29.04,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,d3a074e1b1fc57b284f652b740fc0681
1954,12,22,800,-59.68833333333333,14.883333333333333,SSW,4,31,nan,nan,2,nan,nan,29.05,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,71c5c4fa15d75ddca925f4b7438b10d4
1954,12,22,1200,-60.156666666666666,15.336666666666666,SSW,4,33,nan,nan,2,nan,nan,29.07,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,4214d857c9035f6aae35f3b4f6153b1f
1954,12,22,1600,-60.625,15.79,S,4,31,nan,nan,2,nan,nan,29.11,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,5b609f96bd9251eead60ad4b5d74c912
1954,12,22,2000,-61.093333333333334,16.243333333333332,SSE,3,31,nan,nan,2,nan,nan,29.14,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,e24e980614555eb6a7f1b37ebde449f0
1954,12,22,2400,-61.56166666666667,16.696666666666665,SSE,4,31,nan,nan,2,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,6aee3f0dfff0595eb941c08dc80238fc
1954,12,23,400,-62.03,17.15,SSE,4,31,nan,nan,2,nan,nan,29.17,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,49c1cebd486d57f4ad624b95f0a0d7f0
1954,12,23,800,-62.15833333333333,17.841666666666665,SSE,3,31,nan,nan,2,nan,nan,29.18,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,06c6a5ab34865105ac2a45885bd7d192
1954,12,23,1200,-62.28666666666667,18.53333333333333,SSE,3,31,nan,nan,2,nan,nan,29.16,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,688c7c3d3af55d87be5b5eefcca43c9d
1954,12,23,1600,-62.415,19.225,SSE,4,31,nan,nan,2,nan,nan,29.04,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,d5947625825a5e3caf4cfe5dc64cfc03
1954,12,23,2000,-62.54333333333333,19.916666666666668,SSE,4,31,nan,nan,2,nan,nan,29.14,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,b78098a9fa6b57d1bc891d1832911a46
1954,12,23,2400,-62.67166666666667,20.608333333333334,SSE,3,31,nan,nan,2,nan,nan,29.13,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,e5dacc2f9b375bd1ad1cc86f6d0d2551
1954,12,24,400,-62.8,21.3,SSE,4,30,nan,nan,2,nan,nan,,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,1648922ae3ee5c6babcafe92d9ce1d4e
1954,12,24,800,-62.89666666666666,22.263333333333335,SSE,3,30,nan,nan,1,nan,nan,29.11,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,cea89f7fd28b51d2a1e394e338a5d7e2
1954,12,24,1200,-62.99333333333333,23.226666666666667,SSE,3,30,nan,nan,1,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,59c010c8c8c3560785023dc58509c2b4
1954,12,24,1600,-63.09,24.189999999999998,S,3,30,nan,nan,1,nan,nan,29.09,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,143e66c46bb55f979843eb503be73e2b
1954,12,24,2000,-63.18666666666667,25.153333333333332,SSE,2,30,nan,nan,1,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,156e4b8bf0465b22a46ed02613b076bf
1954,12,24,2400,-63.28333333333333,26.116666666666667,SSE,2,30,nan,nan,1,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,31ebe110442b56f0b44ac45e51728b9a
1954,12,25,400,-63.38,27.08,SSE,3,30,nan,nan,1,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,c346f04990e7526e9577e488f0476e78
1954,12,25,800,-63.73833333333334,28.63,SSE,3,31,nan,nan,1,nan,nan,29.11,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,198c7b20ab595ceebd1f8d4f72377007
1954,12,25,1200,-64.09666666666666,30.18,SSE,3,31,nan,nan,2,nan,nan,29.11,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,be5f3bbdf1265230b7b7c14338b0c5c9
1954,12,25,1600,-64.455,31.73,E,3,31,nan,nan,1,nan,nan,29.14,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,e1f2490a004d5df3ad01243b53d944d9
1954,12,25,2000,-64.81333333333333,33.28,E,4,30,nan,nan,2,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,ae824456394753edb6f39c358f28263d
1954,12,25,2400,-65.17166666666667,34.83,NE,3,30,nan,nan,2,nan,nan,29.17,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,9af85523443d540382e4f14891ae7ebf
1954,12,26,400,-65.53,36.38,E,3,30,nan,nan,2,nan,nan,29.2,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,10d62d9700bb55f58c7d3344447d88c2
1954,12,26,800,-65.4,37.41666666666667,SE,2,31,nan,nan,1,nan,nan,29.23,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,452a435fdcc55b0b8f9d0d3a97cf8f1d
1954,12,26,1200,-65.27,38.45333333333333,SW,2,31,nan,nan,1,nan,nan,29.24,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,6bfbbd05f5755c608b502338ae0d07e8
1954,12,26,1600,-65.14,39.49,S,2,31,nan,nan,1,nan,nan,29.25,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,c42f55af96035e019a3cf86f40423d84
1954,12,26,2000,-65.01,40.52666666666667,NNE,2,31,nan,nan,1,nan,nan,29.26,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,8ff63c2722705b8aa792c7fab602af26
1954,12,26,2400,-64.88,41.56333333333333,N,2,31,nan,nan,1,nan,nan,29.37,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,bca8d330d70f53ec893b388db7f5848c
1954,12,27,400,-64.75,42.6,CALM,0,31,nan,nan,0,nan,nan,29.25,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,e4dc0a2d8c0d5c3880bd5f85b63ebd4f
1954,12,27,800,-64.78833333333333,42.62166666666667,CALM,0,32,nan,nan,0,nan,nan,29.25,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,2131e5a5fbce509f8f7279bf613ef7dd
1954,12,27,1200,-64.82666666666667,42.64333333333333,CALM,0,32,nan,nan,0,nan,nan,29.24,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,7c25c021c3f45faf9e3e472a40430718
1954,12,27,1600,-64.86500000000001,42.665,ENE,2,33,nan,nan,0,nan,nan,29.23,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,ab7f038ef2985ee19f085499393820dc
1954,12,27,2000,-64.90333333333334,42.68666666666667,N,2,32,nan,nan,0,nan,nan,29.32,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,fb7489dbf9275dfd8423b00409f8a807
1954,12,27,2400,-64.94166666666666,42.70833333333333,N,2,31,nan,nan,1,nan,nan,29.31,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,12bda5570cb45b48b65dd23c07d99626
1954,12,28,400,-64.98,42.73,ENE,3,33,nan,nan,2,nan,nan,29.19,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,58175ec2a3a6511aa181e651434a0bf2
1954,12,28,800,-65.00833333333334,43.291666666666664,ENE,3,36,nan,nan,2,nan,nan,29.17,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,90e68a1a59ec595cab8b5bc357d85668
1954,12,28,1200,-65.03666666666668,43.85333333333333,ENE,4,33,nan,nan,2,nan,nan,29.14,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,77e9e82e0e665e2fbc3e07e76395d74c
1954,12,28,1600,-65.065,44.415,ENE,4,31,nan,nan,3,nan,nan,29.11,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,53e401a9b8c458b29dc26c4e34759aa2
1954,12,28,2000,-65.09333333333333,44.97666666666667,ENE,4,31,nan,nan,3,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,f134532954f656a3891de367eb7557d2
1954,12,28,2400,-65.12166666666667,45.538333333333334,ESE,4,30,nan,nan,3,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,644a8bbdd2125c26a0c5cb33715d285c
1954,12,29,400,-65.15,46.1,SE,4,31,nan,nan,3,nan,nan,29.08,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,667a5c1f060e58a283b213c5c0687e25
1954,12,29,800,-64.97166666666666,46.571666666666665,SE,4,32,nan,nan,3,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,81b91b4f9b34511991dbd81c9b39bdf9
1954,12,29,1200,-64.79333333333334,47.04333333333334,ESE,4,32,nan,nan,3,nan,nan,29.13,,nan,Salvesen2_A6_Southern_Harvester_54_55,Southern harvester,44e2a494ba965bb69f49c9297961402b
