year,month,day,time,Latitude(S),Longitude(W),wind direction,wind force,"water temp
Surface (F)","water temp 
Injection (F)","Sea state 
Direction","Sea state 
Force","Sea swell 
Direction","Sea swell 
Force",Barometer,Air Temperature,REMARKS,Folder ref,ship_name,UUID
1934,12,20,12,-56.98,-3.95,NW,4,30,nan,NW,4,NNW,4,28.7,31,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,ddeea4aac5245b7baff2e83011bb8a32
1934,12,21,12,-56.98,-4.55,NE,3,30,nan,NE,3,NNW,3,28.52,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,842ccc1dbce0522194e1da50852637d5
1934,12,22,12,-56.93,-4.38,nan,2,30,nan,NNW,3,NNW,3,28.68,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,fb51bc2351245e409a6d7f738ab5ac61
1934,12,23,12,-56.88,-4.42,NW,2,30,nan,NW,2,NW,2,28.86,33,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,069f2dbefb325701bd86d1e6e9537c1a
1934,12,24,12,-56.93,-4.75,nan,2,30,nan,NW,2,NW,2,28.98,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,311338269820509b92674f241ceaa221
1934,12,25,12,-56.77,-4.62,SW,2,30,nan,SW,2,NW,2,29.3,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,4323c3b7558d5228b2bd21e2c77895c9
1934,12,26,12,-58.65,-7.03,NW,3,30,nan,NW,2,NW,2,29.22,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,ae70161c2d0958c2b520b1fdb734c8b8
1934,12,27,12,-59.1,-10.32,E,4,30,nan,E,3,NE,3,28.78,32,PACKICE,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,0c8a27aebf7058f5bcf7c3548c56ed78
1934,12,28,12,-59.3,-11.87,SE,3,30,nan,SE,3,NE,3,28.98,31,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,224895a4352e5354928b7e7c5abf7b69
1934,12,29,12,-58.62,-10.63,SE,2,30,nan,SE,2,NE,3,29.18,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,9a99adbb7d285d318dc610edff22e647
1934,12,30,12,-57.93,-7.98,SE,2,32,nan,SE,2,N,2,29.36,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,eed6365f58155326b6fd5b87ff159a59
1934,12,31,12,-58.08,-7.73,ESE,2,32,nan,ESE,2,nan,0,29.08,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,7e6830cf0d745abf945be1de99ff800b
1935,1,1,12,-57.93,-7.38,ESE,2,32,nan,ESE,2,nan,0,29.1,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,3645f660e7a05f2bad3868fffea6280e
1935,1,2,12,-58.02,-7.07,E,2,32,nan,E,2,nan,0,29.48,35,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,07e0b523c1ec5a6685d2db6443ba721e
1935,1,3,12,-58.63,-7.0,E,2,32,nan,E,2,nan,0,29.52,36,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,642b0d3b54695dd9b775f4409f6f2aed
1935,1,4,12,-58.73,-7.02,nan,nan,nan,nan,nan,nan,nan,nan,28.92,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,1a27a69f00c7514ba04b777dbebeac79
1935,1,5,12,-58.57,-7.23,nan,1,32,nan,NE,3,NE,3,28.64,35,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,235ba99ed8355c20b8d5a9582e7f8615
1935,1,6,12,-58.37,-7.38,nan,1,32,nan,NE,2,NW,3,28.98,36,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,dfb4e882afa15d9b8f7a3d40caeb036e
1935,1,7,12,-58.03,-7.7,E,4,32,nan,E,4,E,5,28.66,31,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,747fd07185485ade947e4bb5821bd4b5
1935,1,8,12,-58.2,-7.8,E,4,32,nan,E,4,E,5,28.62,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,370811ea693153b2ae03b358f0f75acf
1935,1,9,12,-58.12,-6.05,SE,4,32,nan,S,4,E,5,29.0,31,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,fc9bf46643b05ea2ab10938624ab1d8c
1935,1,10,12,-58.25,-6.32,S,3,32,nan,S,3,E,4,28.98,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,c4c4615b8d3f50adaf1ae3fadfe094a9
1935,1,11,12,-58.48,-5.72,ENE,6,32,nan,ENE,5,ENE,5,28.56,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,0cb2bad7cd735024bc62f46ab941e674
1935,1,12,12,-58.6,-5.05,N,2,33,nan,N,3,E,4,28.6,36,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,7c0fe67e2f6c5195903cd0fad8e61c0b
1935,1,13,12,-58.68,-5.53,E,2,33,nan,E,2,E,3,28.88,35,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,24f5df7dfc0a5ac5aac81c7163d088b2
1935,1,14,12,-58.75,-5.58,SE,3,33,nan,SE,2,E,3,28.46,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,17a743251c1e5dd3978928e9215a4605
1935,1,15,12,-59.23,-5.42,S,4,33,nan,S,4,SW,4,28.5,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,5d519869920158fe89ecc1a729dd9470
1935,1,16,12,-59.38,-4.48,SW,4,32,nan,SW,4,SW,4,28.94,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,5db8d40d9c8d53d98cead68ddb797454
1935,1,17,12,-59.27,-4.07,nan,2,32,nan,SW,3,SW,2,29.18,37,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,a7e254db324d50de9eb3ca481b7b0a06
1935,1,18,12,-59.18,-3.93,W,2,32,nan,W,2,nan,0,29.46,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,8b04f01cf4da5e36862169855a990b9e
1935,1,19,12,-59.0,-3.73,SW,1,32,nan,SW,1,nan,0,29.3,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,e5ff392d36d6513cb7970690d9b5b959
1935,1,20,12,-59.22,-3.77,SW,2,32,nan,SW,1,nan,0,29.38,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,f16e6b7a24615e688024fdb392458940
1935,1,21,12,-59.4,-3.87,WSW,2,32,nan,WSW,2,nan,0,29.44,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,3cf80f81d1e0549d85bc0e5199e1e8f2
1935,1,22,12,-59.78,-4.3,ENE,3,32,nan,ENE,3,ENE,3,28.84,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,03d41b5877ad59aaad213b6c3b80b290
1935,1,23,12,-60.13,-4.48,ENE,3,32,nan,ENE,3,ENE,3,28.91,33,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,72e5d6f95a6e50f684597ba77aeea8ca
1935,1,24,12,-59.78,-4.05,E,2,32,nan,E,3,N,3,28.72,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,1a5a507afe1e5305b8410b77f258eb4a
1935,1,25,12,-59.58,-4.25,E,2,32,nan,E,3,N,3,28.74,33,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,d9a6f8a841b254099e5c4eadcaa07516
1935,1,26,12,-59.57,-3.47,nan,1,32,nan,nan,0,N,2,29.0,36,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,cbddac43428d57dcab59240892b2a84a
1935,1,27,12,-59.55,-3.15,W,2,32,nan,nan,0,N,2,29.33,35,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,950ee3682c935ff6a6ccae8c0b35a9eb
1935,1,28,12,-59.6,-3.22,W,2,32,nan,nan,0,N,2,29.43,35,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,c0bbdb63b01f5482a3b2cc3f7de0347f
1935,1,29,12,-59.77,-2.85,NNE,5,32,nan,NNE,5,NNE,5,28.62,33,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,710e9a49141f5d94b50f0730f8949b54
1935,1,30,12,-59.87,-2.4,NW,4,32,nan,NW,4,NW,4,28.77,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,90255f2666f851f1901ed3b5f5f847b5
1935,1,31,12,-60.05,-1.72,NW,4,32,nan,NW,4,NW,4,29.04,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,6521f76752cd5b0e82f9552472606ae4
1935,2,1,12,-60.15,-1.07,NW,3,32,nan,NW,3,NW,3,29.12,33,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,ae2eeb98c0f55d27ae532d5289340d28
1935,2,2,12,-59.92,-0.55,NW,4,32,nan,NW,3,NW,3,29.32,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,09b6d37d87655b09a2550c4fc108564f
1935,2,3,12,-60.4,-0.62,ENE,7,32,nan,ENE,5,ENE,5,28.42,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,ffa85ef8c5d255a48e131ab0bc7e635f
1935,2,4,12,-61.77,2.2,SW,5,31,nan,SW,5,E,4,29.0,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,0100654de5245b189cbcff637e4d92cf
1935,2,5,12,-64.47,7.7,nan,3,31,nan,SE,3,SE,3,29.0,30,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,af595f6795d75be8acf68073404b0aa4
1935,2,6,12,-66.55,11.58,SE,4,31,nan,SE,3,E,3,28.8,31,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,b0bed7c8d785575493012bc0150eaaca
1935,2,7,12,-67.7,17.57,SSE,3,31,nan,SSE,3,E,3,28.83,29,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,1eae19ee4680553fb9c91495ff5c3bcd
1935,2,8,12,-67.82,20.12,nan,2,31,nan,nan,0,E,2,29.0,29,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,33a3aad1d540597a908eea7007bc13ba
1935,2,9,12,-68.15,20.85,E,2,30,nan,E,2,E,2,29.14,28,PACKICE,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,0c985d9e4f965a87842c3996beacd0b3
1935,2,10,12,-68.12,21.05,S,2,30,nan,S,2,N,2,29.12,30,PACKICE,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,a5983685155350359694ed5b8b0552f2
1935,2,11,12,-67.05,21.65,S,2,30,nan,S,2,nan,0,29.1,30,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,c971cbc09cbb566d8500e6c86170a8d8
1935,2,12,12,-67.15,21.05,W,3,30,nan,W,2,W,2,29.08,31,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,01da5c1c8e0b5dbf927508220350e8f0
1935,2,13,12,-66.52,22.02,WNW,3,30,nan,WNW,3,nan,0,29.09,30,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,51dd3a8ad45c51069d07ff64b8bb41a4
1935,2,14,12,-65.0,15.57,NNW,3,31,nan,NNW,3,nan,0,29.1,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,d351e5ac54085c44ab07f47e89b8abf0
1935,2,15,12,-62.95,8.22,NE,2,31,nan,NE,2,NW,3,29.1,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,5c5cf36853cf58bea117b557941cdf6f
1935,2,16,12,-61.45,2.08,SW,2,33,nan,SW,2,NW,2,28.96,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,b115638b867553528b7fe4c311c3a2f1
1935,2,17,12,-60.87,0.92,SW,4,33,nan,SW,3,nan,nan,29.2,31,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,0e3f62e342625f4bade928867c85defd
1935,2,18,12,-60.68,0.62,nan,1,33,nan,SW,2,nan,nan,29.02,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,3e722de9547c5738a66e7f14873ac345
1935,2,19,12,-60.05,0.32,SW,5,33,nan,SW,4,SW,4,29.27,31,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,c0ea47db738a5fd7af620b496a32752d
1935,2,20,12,-60.35,-0.07,SW,4,32,nan,SW,3,SW,3,29.56,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,1051bf7141bf57f7a0c8a2870b1e0007
1935,2,21,12,-60.05,0.43,NNW,4,32,nan,NNW,3,NNW,3,29.08,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,a02b286bea6055de988107b696ffb7cd
1935,2,22,12,-60.65,0.47,NW,6,32,nan,NW,5,NW,5,29.15,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,f47b34c8429155f6b398192e9d0a43b6
1935,2,23,12,-60.85,-0.02,E,3,32,nan,E,3,NW,3,28.49,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,1f68baff482658fc9a8a917be1ebc242
1935,2,24,12,-61.1,-0.48,E,3,32,nan,E,3,N,3,28.5,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,55e1fad906ba577b9c737c8698b6612a
1935,2,25,12,-61.03,-1.38,N,2,32,nan,N,2,N,3,28.42,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,3d325718f20254ec845b1274d1ca3bfa
1935,2,26,12,-61.03,-2.02,SW,3,32,nan,SW,3,N,4,28.98,34,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,e990cf883edb5acc836422dcf6a68129
1935,2,27,12,-61.47,-3.28,SW,2,32,nan,SW,3,NW,3,29.3,31,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,e06def37dc43519ba18f7da06f686851
1935,2,28,12,-61.38,-4.12,nan,2,32,nan,nan,0,SW,2,29.25,33,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,f3c63b377cbe56d48ba81c32cfdd6cea
1935,3,1,12,-61.4,-3.93,NW,2,32,nan,NW,2,nan,0,28.94,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,0d1fd3ea408152d7b259fffd0ab8fd35
1935,3,2,12,-61.57,-3.7,SW,5,32,nan,SW,4,SW,4,28.94,27,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,02b6d1acd5ce5c6ab8665af05d19965e
1935,3,3,12,-61.47,-6.08,SW,4,32,nan,SW,4,SW,4,29.4,30,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,2b59010b31675a37b6b82ef064ae188b
1935,3,4,12,-61.68,-7.65,NW,6,32,nan,NW,5,NW,5,29.0,33,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,19425362e62e5912a9b52f6c9aa68faf
1935,3,5,12,-61.62,-10.87,NW,2,32,nan,NW,4,NW,4,29.03,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,e1beadc579535fcc8bc7d5b892bdc6dd
1935,3,6,12,-62.2,-12.48,nan,2,32,nan,NW,4,NW,3,28.94,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,b62b03515771515e9ccce799d7c3b2e0
1935,3,7,12,-62.23,-13.12,nan,2,32,nan,nan,0,NE,3,29.02,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,44c791c1e1c459a3a0b41c318bf0016f
1935,3,8,12,-62.52,-14.2,nan,5,32,nan,NE,4,N,5,29.0,33,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,71dab8698dd8594e83a7494d1af55e97
1935,3,9,12,-62.62,-15.42,NE,5,32,nan,NE,4,N,5,28.88,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,62c03a94d9fd5cb69eefd319179c7e5f
1935,3,10,12,-63.08,-19.77,NE,4,32,nan,NE,4,N,6,28.18,32,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,a1339dfb63cf59a49ecfe072e9856ce9
1935,3,11,12,-63.52,-25.13,SE,3,32,nan,SE,3,NE,4,28.78,28,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,eebf868a25575b7ea30be46a5936c454
1935,3,12,12,-63.62,-25.68,E,2,32,nan,E,3,NE,3,29.0,28,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,0754904ebaa75eaaaf83724b3648450b
1935,3,13,12,-64.2,-26.65,NE,5,31,nan,NE,4,NE,4,29.16,30,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,97f00fc1bdb85a268c382e5a5d6b3b53
1935,3,14,12,-64.62,-28.87,nan,3,31,nan,NE,3,NE,3,29.38,29,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,fb07b73bb4b251939a7852db058d8b84
1935,3,15,12,-64.9,-30.15,NNE,4,30,nan,NNE,2,NNE,1,29.04,30,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,40db994f04555606ad4d1c708fb7ef4c
1935,3,16,12,-65.18,-30.32,N,6,30,nan,N,4,N,4,28.88,30,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,9fd7428cedfd5ec5a691de3b119d527c
1935,3,17,12,-65.1,-30.48,NE,4,30,nan,NE,2,N,4,28.78,31,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,9f274219de3b5042ac1c23ba01b603e8
1935,3,18,12,-64.62,-37.75,N,2,30,nan,N,2,N,3,28.9,29,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,d8ce05c1d7a8503d86eaa044aec29f42
1935,3,19,12,-63.68,-46.42,N,1,30,nan,N,2,N,2,28.7,30,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,8f915cf0eb005b8eb5ff23132ddb6b4f
1935,3,20,12,-64.05,-48.85,N,4,30,nan,N,3,N,3,28.23,30,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,9ea30cdf218e50f791d54a53f1d91745
1935,3,21,12,-63.43,-51.12,SW,3,29,nan,SW,3,N,2,28.48,21,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,568d1a9420095073acb08dd902741dcf
1935,3,22,12,-63.32,-51.2,S,1,29,nan,nan,0,N,2,28.71,20,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,fb8ce99b998557f28114831e40cb64e1
1935,3,23,12,-63.45,-51.22,NE,2,29,nan,NE,2,N,3,28.38,29,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,b7664ae11b2750ccaede655b2163550f
1935,3,24,12,-63.03,-51.03,nan,1,29,nan,nan,0,N,2,28.2,29,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,906d94e74c375151bca0e86b645cee71
1935,3,25,12,-63.18,-51.05,SW,3,29,nan,SW,2,nan,0,28.7,26,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,02d362af95955950b68db4268ffa100b
1935,3,26,12,-63.05,-51.07,nan,1,29,nan,nan,0,NE,2,28.5,29,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,17f7a428d1055a08a2511592ff80be71
1935,3,27,12,-62.6,-53.52,WSW,2,29,nan,WSW,1,nan,0,28.82,28,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,2f99aece34b85d7b81186b6242f1bbef
1935,3,28,12,-62.62,-53.7,nan,2,29,nan,nan,0,nan,0,28.82,29,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,4e5726b631625dc7b16ffa1cc24dbc5f
1935,3,29,12,-62.55,-53.3,nan,2,29,nan,nan,0,nan,0,28.86,30,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,5b29f6c7fa655c00b6ca1688eab43d3b
1935,3,30,12,-62.77,-53.13,NE,2,29,nan,NE,3,NE,3,29.04,29,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,9fa67a042d0c59fbb84246da972120d1
1935,3,31,12,-62.1,-61.52,E,6,29,nan,E,5,E,5,28.64,25,nan,Salvesen1_B88_Current_H1-9_New_Sevilla_34_35,New sevilla,dec5320e19ca59f1b0b60066d96e9ec4
